Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL32994,Amsilarotene,2.0
CHEMBL3417489,Chembl3417489,
CHEMBL3422090,Chembl3422090,
CHEMBL350775,Biricodar,2.0
CHEMBL354077,Amifampridine,4.0
CHEMBL3707248,Valbenazine Tosylate,4.0
CHEMBL382127,(1-Phenylcyclopentyl)Methanamine,
CHEMBL3823101,Chembl3823101,
CHEMBL3833333,Nabiximols,3.0
CHEMBL3909517,Rineterkib,1.0
CHEMBL4087679,Chembl4087679,
CHEMBL4165850,Chembl4165850,
CHEMBL4286938,Chembl4286938,
CHEMBL4297266,Blxa4,1.0
CHEMBL4297387,Gsk-424887,1.0
CHEMBL4297617,Mibenratide,2.0
CHEMBL4594424,Tzp-102,2.0
CHEMBL4594432,Ly-3200882,1.0
CHEMBL482968,Enmd-2076,2.0
CHEMBL5095023,Ls-104,1.0
CHEMBL523374,Chembl523374,
CHEMBL5314511,Cinsebrutinib,2.0
CHEMBL534,Ketotifen,4.0
CHEMBL550495,Methylene Blue,4.0
CHEMBL608393,Chembl608393,
CHEMBL647,Apraclonidine,4.0
CHEMBL65061,Leukotriene_B4,
CHEMBL75094,Prinomastat,3.0
CHEMBL9519,Chembl9519,
CHEMBL99203,Iodotubercidin,
CHEMBL1018,Dienestrol,4.0
CHEMBL1021,Nepafenac,4.0
CHEMBL1081188,Chembl1081188,
CHEMBL11122,Chembl11122,
CHEMBL1187646,Perphenazine 4-Aminobutyrate,2.0
CHEMBL1200516,Gonadorelin Hydrochloride,4.0
CHEMBL1200804,Diclofenac Potassium,4.0
CHEMBL1204628,Chembl1204628,
CHEMBL1234276,Chembl1234276,
CHEMBL124474,Chembl124474,
CHEMBL1256686,Calcimycin,2.0
CHEMBL133314,Chembl133314,
CHEMBL1558,Prazosin Hydrochloride,4.0
CHEMBL1568057,Metaproterenol Sulfate,4.0
CHEMBL1615779,Iobenguane I 131,4.0
CHEMBL1762,Tocainide,4.0
CHEMBL184444,Chembl184444,
CHEMBL186113,Gw-328267,1.0
CHEMBL188225,Chembl188225,
CHEMBL189676,Surinabant,2.0
CHEMBL1940182,Chembl1940182,
CHEMBL194805,Chembl194805,
CHEMBL203836,Chembl203836,
CHEMBL2096631,Clorazepate Dipotassium,4.0
CHEMBL2104940,Viminol,2.0
CHEMBL2106991,Raluridine,1.0
CHEMBL219140,Chembl219140,
CHEMBL219445,Chembl219445,
CHEMBL2204239,Chembl2204239,
CHEMBL2322189,Fosfomycin Sodium,3.0
CHEMBL2355456,Ibutilide Fumarate,4.0
CHEMBL2381269,Chembl2381269,
CHEMBL251142,Chembl251142,
CHEMBL257176,Chembl257176,
CHEMBL257553,Chembl257553,
CHEMBL25843,Remacemide,-1.0
CHEMBL267227,Delta 8-Tetrahydrocannobinol,2.0
CHEMBL271544,Chembl271544,
CHEMBL280728,Ridogrel,2.0
CHEMBL301523,Phenylalanine,3.0
CHEMBL3093080,Chembl3093080,
CHEMBL317052,Regadenoson Anhydrous,4.0
CHEMBL323405,Chembl323405,
CHEMBL328250,Adinazolam,2.0
CHEMBL3311302,Chembl3311302,
CHEMBL3360203,Pilaralisib,2.0
CHEMBL3408389,Chembl3408389,
CHEMBL3414622,Chembl3414622,
CHEMBL3545137,Pf-00477736,1.0
CHEMBL3546168,"Ammonium Trichloro(Dioxoethylene-O,O'-)Tellurate",1.0
CHEMBL361348,Chembl361348,
CHEMBL3707395,Elafibranor,3.0
CHEMBL382066,Chembl382066,
CHEMBL3828180,Chembl3828180,
CHEMBL3828636,Chembl3828636,
CHEMBL386253,Chembl386253,
CHEMBL39221,"(S)-3,5-Dihydroxyphenylglycine",
CHEMBL400599,Benfluorex,4.0
CHEMBL4076837,Senexin B,1.0
CHEMBL4094410,Chembl4094410,
CHEMBL4161733,Chembl4161733,
CHEMBL4282338,Chembl4282338,
CHEMBL4297213,Afamelanotide Acetate,4.0
CHEMBL4297676,Pimasertib Hydrochloride,1.0
CHEMBL4299851,Piflufolastat,4.0
CHEMBL442951,Methyl Beta-D-Galactopyranoside,
CHEMBL4574601,Linperlisib,1.0
CHEMBL46102,Roxatidine Acetate,-1.0
CHEMBL470148,Chembl470148,
CHEMBL4740486,Chembl4740486,
CHEMBL4802144,Nnz-2591,2.0
CHEMBL4802146,Cudetaxestat,2.0
CHEMBL491571,Doripenem,4.0
CHEMBL5095243,Incb-059872,1.0
CHEMBL515311,Chembl515311,
CHEMBL5314393,Ly2624803,2.0
CHEMBL5314484,Rolusafine,2.0
CHEMBL560630,Chembl560630,
CHEMBL718,Methyldopa (Racemic),1.0
CHEMBL82390,Chembl82390,
CHEMBL1078261,Propiverine,4.0
CHEMBL1190232,Chembl1190232,
CHEMBL1200682,Sodium Oxybate,4.0
CHEMBL1201391,Tenivastatin,2.0
CHEMBL1201784,Hexaminolevulinate,4.0
CHEMBL1208959,Chembl1208959,
CHEMBL1236602,4-Imidazoleacrylic Acid,
CHEMBL1276342,Cefminox,2.0
CHEMBL1310336,Chembl1310336,
CHEMBL1410,Nonoxynol 9,4.0
CHEMBL1414320,Suxibuzone,2.0
CHEMBL1449676,Ornidazole,4.0
CHEMBL1551,Ursodiol,4.0
CHEMBL168065,Chembl168065,
CHEMBL1790041,Ranitidine,4.0
CHEMBL1957022,Chembl1957022,
CHEMBL1963683,Tafluprost,4.0
CHEMBL2005186,Belumosudil,4.0
CHEMBL2017005,Chembl2017005,
CHEMBL206815,Apratastat,2.0
CHEMBL2069623,Pf-4800567,
CHEMBL207496,Chembl207496,
CHEMBL2272076,Topramezone,
CHEMBL2316582,Olverembatinib,3.0
CHEMBL2364623,Plazomicin Sulfate,4.0
CHEMBL237127,Chembl237127,
CHEMBL267495,Nalfurafine,4.0
CHEMBL271189,Chembl271189,
CHEMBL277100,Temafloxacin,4.0
CHEMBL3039523,Veledimex,2.0
CHEMBL3126185,Chembl3126185,
CHEMBL3261926,Chembl3261926,
CHEMBL328827,Chembl328827,
CHEMBL329203,Cyclopentamine,2.0
CHEMBL3298194,Chembl3298194,
CHEMBL3545059,Aliskiren Fumarate,4.0
CHEMBL355616,Chembl355616,
CHEMBL359744,Doxorubicin Hydrochloride,4.0
CHEMBL3613118,Onternabez,1.0
CHEMBL369258,Tcmdc-137306,
CHEMBL371948,Chembl371948,
CHEMBL3833319,Revefenacin,4.0
CHEMBL3833407,Streptoduocin,-1.0
CHEMBL386310,Chembl386310,
CHEMBL3989834,Avosentan,3.0
CHEMBL401842,Chembl401842,
CHEMBL41632,Tiratricol,3.0
CHEMBL426815,Chembl426815,
CHEMBL4297064,Milnacipran Hydrochloride,4.0
CHEMBL4297515,Lodenafil Carbonate,2.0
CHEMBL430893,(-)-Rolipram,
CHEMBL4444498,Chembl4444498,
CHEMBL446435,Chembl446435,
CHEMBL4594300,Fosdenopterin Hydrobromide,4.0
CHEMBL46439,Chembl46439,
CHEMBL47,Alpha-Tocopherol,
CHEMBL474561,Chembl474561,
CHEMBL492399,Verubulin,2.0
CHEMBL493986,Chembl493986,
CHEMBL522,Benzylamine,
CHEMBL558752,Raf-265,2.0
CHEMBL562743,Chembl562743,
CHEMBL567850,Chembl567850,
CHEMBL585,Triamterene,4.0
CHEMBL76370,Tegaserod,4.0
CHEMBL846,Calcitriol,4.0
CHEMBL8659,Oleic Acid,2.0
CHEMBL1095626,Chembl1095626,
CHEMBL1097205,Borneol,3.0
CHEMBL1170,Testosterone Propionate,4.0
CHEMBL1200367,Echothiophate Iodide,4.0
CHEMBL1200630,Cysteine Hydrochloride,4.0
CHEMBL1200735,Moxifloxacin Hydrochloride,4.0
CHEMBL1200779,Trovafloxacin Mesylate,4.0
CHEMBL1201005,Cefonicid Sodium,4.0
CHEMBL1201178,Lisdexamfetamine Dimesylate,4.0
CHEMBL1201260,Bethanidine,4.0
CHEMBL1201340,Diphemanil,4.0
CHEMBL1213412,Chembl1213412,
CHEMBL1229742,(R)-Imazaquin,
CHEMBL1232180,Chembl1232180,
CHEMBL1236582,Methyl Nonyl Ketone,
CHEMBL1255794,Aplaviroc,3.0
CHEMBL135491,Chembl135491,
CHEMBL137,Metronidazole,4.0
CHEMBL1425,Mercaptopurine Anhydrous,4.0
CHEMBL14370,Reboxetine,4.0
CHEMBL1446813,Betahistine Hydrochloride,4.0
CHEMBL1514,Levomethadyl Acetate,4.0
CHEMBL1616046,Hypochlorous Acid,4.0
CHEMBL1732549,Chembl1732549,
CHEMBL173562,Nsc-72097,
CHEMBL1800159,Relugolix,4.0
CHEMBL1834658,Chembl1834658,
CHEMBL1835743,Chembl1835743,
CHEMBL185878,Taurochenodeoxycholate,
CHEMBL18754,Chembl18754,
CHEMBL1875805,Acetylleucine,2.0
CHEMBL1903566,Chembl1903566,
CHEMBL190801,Chembl190801,
CHEMBL1945778,Ioflupane,4.0
CHEMBL2047943,Chembl2047943,
CHEMBL2063459,Chembl2063459,
CHEMBL206798,Chembl206798,
CHEMBL2094620,Vlx-600,1.0
CHEMBL2104698,Deramciclane,2.0
CHEMBL2105872,Ibutamoren Mesylate,2.0
CHEMBL2106975,Potassium Bicarbonate,4.0
CHEMBL2107786,Terutroban,3.0
CHEMBL2110679,Iomazenil,2.0
CHEMBL216579,Chembl216579,
CHEMBL2181367,Fosifloxuridine Nafalbenamide,2.0
CHEMBL2220039,Chembl2220039,
CHEMBL2325101,Chembl2325101,
CHEMBL2403836,Chembl2403836,
CHEMBL243024,Chembl243024,
CHEMBL272198,Chembl272198,
CHEMBL277062,Bromazepam,4.0
CHEMBL3092650,Gsk239512,2.0
CHEMBL3137312,Dasabuvir,4.0
CHEMBL31574,Fisetin,2.0
CHEMBL3188034,Triprolidine Hydrochloride,4.0
CHEMBL319354,D-Allothreonine,
CHEMBL3309997,Chembl3309997,
CHEMBL350221,Oxitriptan,4.0
CHEMBL358722,Timonacic,2.0
CHEMBL3613119,Chembl3613119,
CHEMBL3786343,Olmutinib,4.0
CHEMBL387347,Chembl387347,
CHEMBL395347,Chembl395347,
CHEMBL3976780,Chembl3976780,
CHEMBL3989777,Trientine Hydrochloride,4.0
CHEMBL402542,Chembl402542,
CHEMBL4060602,Chembl4060602,
CHEMBL408867,[11C]Sa4503,
CHEMBL4170225,Chembl4170225,
CHEMBL4241305,Chembl4241305,
CHEMBL4297521,Padsevonil,3.0
CHEMBL4298156,Derazantinib Hydrochloride,1.0
CHEMBL435696,Chembl435696,
CHEMBL4594449,Idetrexed,2.0
CHEMBL4779850,Anisodine Hydrobromide,3.0
CHEMBL5314405,Clx-0921,1.0
CHEMBL5314552,Elenestinib,2.0
CHEMBL56021,Acetyl-L-Leucine,3.0
CHEMBL7463,Gf-109203,
CHEMBL77,Artemisin,3.0
CHEMBL84844,Deoxymannojirimycin,
CHEMBL1079077,Chembl1079077,
CHEMBL1163085,Chembl1163085,
CHEMBL1165268,Iodipamide,4.0
CHEMBL1184904,Retaspimycin,3.0
CHEMBL1186894,Amrubicin,3.0
CHEMBL1200472,Quazepam,4.0
CHEMBL1201003,Eletriptan Hydrobromide,4.0
CHEMBL1201109,Desonide,4.0
CHEMBL1201163,Sufentanil Citrate,4.0
CHEMBL122744,Chembl122744,
CHEMBL1233349,Streptol,
CHEMBL1234133,Chembl1234133,
CHEMBL1235646,Cephalosporin,3.0
CHEMBL1236594,Coenzyme Q1,
CHEMBL124162,Camptothecin-20-O-Propionate,2.0
CHEMBL1275802,Pexiganan,3.0
CHEMBL1501236,Chembl1501236,
CHEMBL1512949,Fenoverine,3.0
CHEMBL1559,Miconazole Nitrate,4.0
CHEMBL1593566,Deltamethrin,-1.0
CHEMBL159776,Pramiracetam,2.0
CHEMBL160622,Chembl160622,
CHEMBL16073,Phenacetin,4.0
CHEMBL1615933,Omiganan,3.0
CHEMBL1644698,Sodium Nitrate,2.0
CHEMBL176426,Chembl176426,
CHEMBL1823681,Etilevodopa,2.0
CHEMBL184974,Chembl184974,
CHEMBL207602,Isopropyl Myristate,-1.0
CHEMBL20883,Tegafur,4.0
CHEMBL2103849,Udenafil,3.0
CHEMBL2103995,Allylprodine,2.0
CHEMBL2104217,Calcium Saccharate,2.0
CHEMBL2105684,Selumetinib Sulfate,4.0
CHEMBL2107834,Riociguat,4.0
CHEMBL2334539,Chembl2334539,
CHEMBL2364618,Mavatrep,2.0
CHEMBL241271,Sr-715,
CHEMBL252557,Glycolic Acid,2.0
CHEMBL290916,Edaravone,4.0
CHEMBL299001,Chembl299001,
CHEMBL3184791,Streptomycin Sulfate,4.0
CHEMBL3287937,Chembl3287937,
CHEMBL3318007,Pimodivir,3.0
CHEMBL3408395,Chembl3408395,
CHEMBL342686,Chembl342686,
CHEMBL3545061,Fexapotide,3.0
CHEMBL3581647,Birabresib,2.0
CHEMBL359965,Allicin,2.0
CHEMBL3600873,Chembl3600873,
CHEMBL3608680,Fezolinetant,4.0
CHEMBL3759797,Chembl3759797,
CHEMBL393982,Chembl393982,
CHEMBL395308,Chembl395308,
CHEMBL3989865,Mipsagargin,2.0
CHEMBL3989939,Larotrectinib Sulfate,4.0
CHEMBL4086917,Chembl4086917,
CHEMBL408967,Chembl408967,
CHEMBL444,Barbital,4.0
CHEMBL450656,Rotigaptide,2.0
CHEMBL476648,Adociaquinone B,
CHEMBL5092058,Chembl5092058,
CHEMBL5095033,Ibcasertib,3.0
CHEMBL52125,Chlorproethazine,2.0
CHEMBL5314954,Alteminostat,1.0
CHEMBL549340,Chembl549340,
CHEMBL58323,Lacosamide,4.0
CHEMBL594367,Chembl594367,
CHEMBL61946,Caramiphen,-1.0
CHEMBL7303,Arecoline,-1.0
CHEMBL83,Tamoxifen,4.0
CHEMBL975,Mesna,4.0
CHEMBL1200437,Quinidine Gluconate,4.0
CHEMBL1200971,Cephaloglycin,4.0
CHEMBL1200980,Estropipate,4.0
CHEMBL1201124,Ketorolac Tromethamine,4.0
CHEMBL1201247,Goserelin,4.0
CHEMBL1201341,Echothiophate,4.0
CHEMBL1232653,Flavin Adenin Dinucleotide,-1.0
CHEMBL1255901,Huperzine A,2.0
CHEMBL127643,Dimethisoquin,2.0
CHEMBL1291,Metipranolol,4.0
CHEMBL1514715,Ethamsylate,4.0
CHEMBL1520,Vardenafil,4.0
CHEMBL153036,R-Fluoxetine,
CHEMBL1626570,Hexocyclium Methylsulfate,4.0
CHEMBL1738728,Chembl1738728,
CHEMBL1743259,Etoperidone,2.0
CHEMBL1908319,Norgestrienone,2.0
CHEMBL193156,Chembl193156,
CHEMBL1951048,Chembl1951048,
CHEMBL2017291,Gsk1210151A,
CHEMBL204459,Chembl204459,
CHEMBL205786,Chembl205786,
CHEMBL2068839,Rislenemdaz,2.0
CHEMBL2105733,Rucaparib Phosphate,1.0
CHEMBL2107784,Tasquinimod,3.0
CHEMBL2110849,Diisopromine,2.0
CHEMBL214205,2-Morpholinoethanamine,
CHEMBL2403827,Chembl2403827,
CHEMBL249420,Dexpramipexole,3.0
CHEMBL256998,Chembl256998,
CHEMBL272250,Chembl272250,
CHEMBL29024,Chembl29024,
CHEMBL297453,Epigalocatechin Gallate,3.0
CHEMBL3085474,Fradafiban,2.0
CHEMBL310671,Saccharin,3.0
CHEMBL3112866,Sar-260301,1.0
CHEMBL319144,Minodronic Acid,4.0
CHEMBL3360535,Chembl3360535,
CHEMBL3545231,Abt-126,2.0
CHEMBL363559,Deoxythymidine_Triphosphate,
CHEMBL3653164,Chembl3653164,
CHEMBL368688,Chembl368688,
CHEMBL3827650,Chembl3827650,
CHEMBL407632,Nutlin-2,
CHEMBL4206033,Bay1436032,1.0
CHEMBL4297355,Azd-8418,1.0
CHEMBL4300049,Ut-231B,2.0
CHEMBL432481,Deferitrin,2.0
CHEMBL445813,At-7519,2.0
CHEMBL4468815,Ziresovir,3.0
CHEMBL4516611,Btzo-1,
CHEMBL453,Sulfisoxazole,4.0
CHEMBL454973,Chembl454973,
CHEMBL455706,Calusterone,2.0
CHEMBL4594275,Gusacitinib,2.0
CHEMBL4650733,Lixumistat,2.0
CHEMBL478524,Chembl478524,
CHEMBL48109,Chembl48109,
CHEMBL5314480,Resencatinib,2.0
CHEMBL568,Oxazepam,4.0
CHEMBL577,Enalaprilat Anhydrous,-1.0
CHEMBL593442,Chembl593442,
CHEMBL594972,Chembl594972,
CHEMBL608806,Cocaethylene,1.0
CHEMBL8943,Chembl8943,
CHEMBL1094636,Niraparib,4.0
CHEMBL1200665,Diphenoxylate Hydrochloride,4.0
CHEMBL1234640,Chembl1234640,
CHEMBL1256722,Razupenem,2.0
CHEMBL1325149,Chembl1325149,
CHEMBL13929,Chembl13929,
CHEMBL1533310,Histamine Dihydrochloride,4.0
CHEMBL1564,Diphenylpyraline Hydrochloride,4.0
CHEMBL159,Vinblastine,4.0
CHEMBL1615234,Sphinxolide B,
CHEMBL1651990,Fenticonazole,4.0
CHEMBL1729803,Caroverine,2.0
CHEMBL1829173,Amg-837,
CHEMBL1889091,Chlorcyclizine Hydrochloride,1.0
CHEMBL1909452,Apramycin,2.0
CHEMBL199264,Chembl199264,
CHEMBL200255,Chembl200255,
CHEMBL2104391,Insulin Detemir,4.0
CHEMBL2104805,Oxazolam,2.0
CHEMBL21241,Gw7647,
CHEMBL2165620,Pf-04991532,2.0
CHEMBL2178275,Chembl2178275,
CHEMBL2207559,Chembl2207559,
CHEMBL225180,Chembl225180,
CHEMBL2431525,Chembl2431525,
CHEMBL253582,Sucrose,4.0
CHEMBL259084,Mln-8054,1.0
CHEMBL282052,Methaqualone,4.0
CHEMBL291657,Crinecerfont,3.0
CHEMBL296522,Renzapride,3.0
CHEMBL3039514,Elbasvir,4.0
CHEMBL3140361,Ethambutol Hydrochloride,4.0
CHEMBL3185390,Chembl3185390,
CHEMBL31871,Hept,
CHEMBL3301606,Solcitinib,2.0
CHEMBL3353341,Chembl3353341,
CHEMBL337820,Chembl337820,
CHEMBL3422078,Chembl3422078,
CHEMBL3422097,Chembl3422097,
CHEMBL3545011,Gs-9667,1.0
CHEMBL358860,Chembl358860,
CHEMBL360055,Gallamine,4.0
CHEMBL3707281,Magnesium Lactate,4.0
CHEMBL3747368,Chembl3747368,
CHEMBL3827780,Chembl3827780,
CHEMBL3924151,Tak-448,2.0
CHEMBL396778,Safinamide,4.0
CHEMBL3989401,Pamidronate Disodium,4.0
CHEMBL4167360,Idh305,2.0
CHEMBL4244887,Chembl4244887,
CHEMBL425616,Chembl425616,
CHEMBL4297212,Solriamfetol Hydrochloride,4.0
CHEMBL435982,Chembl435982,
CHEMBL4459895,Chembl4459895,
CHEMBL453514,Spiramycin,4.0
CHEMBL454138,Turofexorate Isopropyl,2.0
CHEMBL4594377,Simpinicline Citrate,1.0
CHEMBL4635883,Chembl4635883,
CHEMBL479843,Chembl479843,
CHEMBL507419,Metahexamide,2.0
CHEMBL5095031,Idrevloride,2.0
CHEMBL5095236,Divarasib,2.0
CHEMBL553204,Icariin,3.0
CHEMBL572546,Adenosine-5'-Phosphosulfate,
CHEMBL572881,Motesanib,3.0
CHEMBL6885,"Quinazoline-2,4,6-Triamine",
CHEMBL75527,Chembl75527,
CHEMBL1090479,Gsk-1070916,1.0
CHEMBL1095292,Bretylium Tosylate,4.0
CHEMBL1169,Aminosalicylic Acid,4.0
CHEMBL1189025,Brostallicin,2.0
CHEMBL1200951,Fluphenazine Enanthate,4.0
CHEMBL1201167,Carvedilol Phosphate,4.0
CHEMBL1201863,Dexlansoprazole,4.0
CHEMBL121260,Chembl121260,
CHEMBL1231267,Chembl1231267,
CHEMBL1236704,5-Aminouracil,
CHEMBL1255813,Chembl1255813,
CHEMBL1256734,Sulbenicillin,2.0
CHEMBL1277623,Chembl1277623,
CHEMBL1331216,Hyoscyamine,4.0
CHEMBL140000,Chembl140000,
CHEMBL1411,Lisofylline,2.0
CHEMBL1450,Atovaquone,4.0
CHEMBL1652611,Pirlimycin,-1.0
CHEMBL174310,Chembl174310,
CHEMBL175083,Chembl175083,
CHEMBL1802391,Chembl1802391,
CHEMBL1807303,Chembl1807303,
CHEMBL180752,Chembl180752,
CHEMBL187835,Chembl187835,
CHEMBL192008,"3,4--Xylenol",
CHEMBL1928705,Chembl1928705,
CHEMBL1933104,Chembl1933104,
CHEMBL2063455,Chembl2063455,
CHEMBL207701,Chembl207701,
CHEMBL2104094,Cloridarol,2.0
CHEMBL2106667,Amezinium Metilsulfate,2.0
CHEMBL2107239,Ioxitalamic Acid,4.0
CHEMBL2107309,Alagebrium Chloride,2.0
CHEMBL214376,Chembl214376,
CHEMBL215205,Chembl215205,
CHEMBL2170610,Bi 9627,
CHEMBL220396,Chembl220396,
CHEMBL224436,Josamycin,3.0
CHEMBL236788,Chembl236788,
CHEMBL24683,Chembl24683,
CHEMBL250270,Lercanidipine,4.0
CHEMBL250892,(R)-Melphalan,3.0
CHEMBL253976,Chembl253976,
CHEMBL255590,Jnj-27390467,
CHEMBL263143,Chembl263143,
CHEMBL264241,Anidulafungin,4.0
CHEMBL309339,Salicylhydroxamic Acid,
CHEMBL31,Gatifloxacin,4.0
CHEMBL316308,Chembl316308,
CHEMBL3183451,Garenoxacin Mesylate,-1.0
CHEMBL3188267,Capmatinib,4.0
CHEMBL3344193,Chembl3344193,
CHEMBL3544537,Dihydroxydiphenyl-Pyridyl Methane,-1.0
CHEMBL3714810,Chembl3714810,
CHEMBL3716057,Gefapixant,3.0
CHEMBL380049,Chembl380049,
CHEMBL389051,Cb-3717,
CHEMBL3919973,Chembl3919973,
CHEMBL3950712,Da-6886,1.0
CHEMBL39677,Acridine,2.0
CHEMBL3971095,Chembl3971095,
CHEMBL401633,Chembl401633,
CHEMBL4094894,Cipepofol,3.0
CHEMBL4103954,Chembl4103954,
CHEMBL4168144,Chembl4168144,
CHEMBL4297269,Osugacestat,2.0
CHEMBL4297419,.Alpha.-Pyrrolidinononanophenone,1.0
CHEMBL432600,Lexacalcitol,2.0
CHEMBL437526,Pralnacasan,2.0
CHEMBL4580220,Bay-3827,
CHEMBL4650367,Sirpiglenastat,1.0
CHEMBL4790100,Akn-028,2.0
CHEMBL489156,Chembl489156,
CHEMBL5072826,Calcium,4.0
CHEMBL525194,Chembl525194,
CHEMBL5314491,Upleganan,2.0
CHEMBL531472,Chembl531472,
CHEMBL582878,Indole-3-Butyric Acid,
CHEMBL603956,Chembl603956,
CHEMBL622,Etodolac,4.0
CHEMBL643,Promethazine,4.0
CHEMBL75880,Perhexiline,4.0
CHEMBL92963,Narcobarbital,-1.0
CHEMBL1095988,Chembl1095988,
CHEMBL114503,Sodium Selenate,3.0
CHEMBL1200549,Rapacuronium Bromide,4.0
CHEMBL1200729,Chloramphenicol Sodium Succinate,4.0
CHEMBL1200800,Calcium Acetate,4.0
CHEMBL1208642,Thiosulfuric Acid,4.0
CHEMBL1235647,Dihydrolipoic Acid,
CHEMBL1235738,Azilect,
CHEMBL1245,Trimethaphan Camsylate,4.0
CHEMBL1287853,Fedratinib,4.0
CHEMBL1370561,Aminophylline,4.0
CHEMBL1404553,Chembl1404553,
CHEMBL1481,Glimepiride,4.0
CHEMBL1483877,Ethenzamide,2.0
CHEMBL1702228,Chembl1702228,
CHEMBL1774461,Florbetapir F 18,4.0
CHEMBL194378,Psilocybine,3.0
CHEMBL2047687,Chembl2047687,
CHEMBL207625,Chembl207625,
CHEMBL2087361,Icotinib,3.0
CHEMBL2103738,Lithium Citrate,4.0
CHEMBL2104402,Elcatonin,2.0
CHEMBL2104700,Moperone,2.0
CHEMBL2105399,Sulfamoxole,2.0
CHEMBL2110948,Poldine,4.0
CHEMBL2111099,Maropitant,2.0
CHEMBL221046,Chembl221046,
CHEMBL228369,Chembl228369,
CHEMBL2304327,Colistimethate,3.0
CHEMBL232943,Mk0686,2.0
CHEMBL246623,Chembl246623,
CHEMBL255750,Chembl255750,
CHEMBL264702,Chembl264702,
CHEMBL269594,Chembl269594,
CHEMBL3353541,Glpg-0974,2.0
CHEMBL340032,Dadle,
CHEMBL347437,Chembl347437,
CHEMBL3609637,Gsm1,
CHEMBL3644620,Chembl3644620,
CHEMBL3707204,(2-Benzhydryloxyethyl)Diethyl-Methylammonium Iodide,-1.0
CHEMBL3734774,Dazucorilant,1.0
CHEMBL3764525,Chembl3764525,
CHEMBL3901808,Chembl3901808,
CHEMBL3911164,Bms-986115,1.0
CHEMBL3945199,Bms-852927,1.0
CHEMBL398891,"Thiourea, N-(5-Bromo-2-Pyridinyl)-N'-(2-(2-Chloro-3-Ethoxy-6-Fluorophenyl)Ethyl)-",2.0
CHEMBL400754,Chembl400754,
CHEMBL4297353,Azd-7295,1.0
CHEMBL4297497,Sisunatovir,2.0
CHEMBL4438797,Chembl4438797,
CHEMBL444172,Zosuquidar,3.0
CHEMBL4515441,Chembl4515441,
CHEMBL4594280,Vipivotide Tetraxetan,2.0
CHEMBL487,Droloxifene,3.0
CHEMBL490961,Chembl490961,
CHEMBL495597,Chembl495597,
CHEMBL499017,Chlorfenson,
CHEMBL50106,Sb-223245,
CHEMBL5095026,Dsp-2230,1.0
CHEMBL510436,Chembl510436,
CHEMBL515564,Tenofovir Exalidex,2.0
CHEMBL519504,Aleglitazar,3.0
CHEMBL524266,Chembl524266,
CHEMBL595222,Chembl595222,
CHEMBL87580,Chembl87580,
CHEMBL1076211,Tolperisone,3.0
CHEMBL1097839,Chembl1097839,
CHEMBL1198138,Chembl1198138,
CHEMBL1198855,Ronacaleret,2.0
CHEMBL1200,Benoxinate,4.0
CHEMBL1201002,Carteolol Hydrochloride,4.0
CHEMBL1201202,Fondaparinux,4.0
CHEMBL1201261,Tyropanoic Acid,4.0
CHEMBL1229789,Chembl1229789,
CHEMBL1231806,Chembl1231806,
CHEMBL1237119,Treprostinil,4.0
CHEMBL1241951,Letermovir,4.0
CHEMBL126432,Chembl126432,
CHEMBL13291,Fludiazepam,2.0
CHEMBL1353,Sodium Bicarbonate,4.0
CHEMBL1398529,Chembl1398529,
CHEMBL1409,Fluvoxamine Maleate,4.0
CHEMBL1476022,Nomegestrol Acetate,3.0
CHEMBL149752,4-Heptyl-Phenol,
CHEMBL1552,Glycochenodeoxycholate,
CHEMBL1628227,Doxepin,4.0
CHEMBL16370,"1,2-Dichloroethane",
CHEMBL1697744,Erdosteine,4.0
CHEMBL170052,Ibafloxacin,2.0
CHEMBL1705525,Nicaraven,2.0
CHEMBL171679,Aspartame,3.0
CHEMBL1741078,Vch-759,1.0
CHEMBL176602,Chembl176602,
CHEMBL1789397,Chembl1789397,
CHEMBL1808636,Chembl1808636,
CHEMBL188386,Chembl188386,
CHEMBL1908359,Sodium Monofluorophosphate,4.0
CHEMBL1921976,Orteronel,3.0
CHEMBL2103860,Usistapide,2.0
CHEMBL2105435,Simfibrate,2.0
CHEMBL2106059,Boldenone Undecylenate,2.0
CHEMBL2110652,Tandamine,-1.0
CHEMBL2111107,Sugammadex,4.0
CHEMBL211471,Neostigmine Methylsulfate,4.0
CHEMBL2365282,Chembl2365282,
CHEMBL251819,Chembl251819,
CHEMBL258734,Danoprevir,3.0
CHEMBL259126,Chembl259126,
CHEMBL259724,Chembl259724,
CHEMBL274826,Androstenedione,-1.0
CHEMBL283196,Alpha-Naphthoflavone,
CHEMBL294144,Chembl294144,
CHEMBL303960,Rivenprost,2.0
CHEMBL31634,Brivudine,2.0
CHEMBL3187812,Ilepatril,2.0
CHEMBL3287944,Chembl3287944,
CHEMBL3358114,Chembl3358114,
CHEMBL3408955,Chembl3408955,
CHEMBL3586089,Chembl3586089,
CHEMBL3612810,Chembl3612810,
CHEMBL3621293,Chembl3621293,
CHEMBL3634561,Gsk-2647544,1.0
CHEMBL36633,Oxiracetam,2.0
CHEMBL367246,Chembl367246,
CHEMBL3707367,2-(4-Chlorphenoxy)-Ethanol,-1.0
CHEMBL3707403,Celivarone,3.0
CHEMBL3786182,Gsk2879552,1.0
CHEMBL3823115,Chembl3823115,
