Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL1200322,Escitalopram Oxalate,4.0
CHEMBL1200409,Lidocaine Hydrochloride,4.0
CHEMBL1200598,Diethylstilbestrol Diphosphate,4.0
CHEMBL1200744,Sodium Fluoride F 18,4.0
CHEMBL1200773,Tocainide Hydrochloride,4.0
CHEMBL1200962,Cefepime Hydrochloride,4.0
CHEMBL121516,Bis(Piperidinylthiocarbonyl)Disulfide,
CHEMBL1234085,Chembl1234085,
CHEMBL1234624,Chembl1234624,
CHEMBL1442422,Dibenzepin,4.0
CHEMBL1489,Azacitidine,4.0
CHEMBL1509398,Chembl1509398,
CHEMBL1628502,Gabapentin Enacarbil,4.0
CHEMBL1631221,Thiarabine,1.0
CHEMBL1737,Sildenafil Citrate,4.0
CHEMBL174539,Chembl174539,
CHEMBL190333,Rwj-67657,1.0
CHEMBL191060,Chembl191060,
CHEMBL198946,Chembl198946,
CHEMBL199496,Chembl199496,
CHEMBL2103784,Cosyntropin,4.0
CHEMBL2103812,Golotimod,2.0
CHEMBL2111286,Ranitidine Bismuth Citrate,4.0
CHEMBL2151591,Gamma-Tocopherol,2.0
CHEMBL2180640,3-[2-[Butyl(Phenethyl)Amino]Ethyl]Phenol,
CHEMBL2359966,Quinine Sulfate,4.0
CHEMBL2365480,Chembl2365480,
CHEMBL2367706,Sucralfate,4.0
CHEMBL23843,Chembl23843,
CHEMBL2403238,Cabotegravir,4.0
CHEMBL256725,Chembl256725,
CHEMBL257996,Chembl257996,
CHEMBL30219,Methohexital Sodium,4.0
CHEMBL3039520,Lasmiditan,4.0
CHEMBL306700,Viloxazine,4.0
CHEMBL3182355,Chembl3182355,
CHEMBL3291398,Lefamulin,4.0
CHEMBL332447,Chembl332447,
CHEMBL3545155,Ji-101,2.0
CHEMBL358850,D-Lactic Acid,3.0
CHEMBL36245,Chembl36245,
CHEMBL364560,Chembl364560,
CHEMBL383322,Resiquimod,2.0
CHEMBL3989791,Gacyclidine,2.0
CHEMBL4061083,Chembl4061083,
CHEMBL41169,Chembl41169,
CHEMBL4171138,Chembl4171138,
CHEMBL4244935,Chembl4244935,
CHEMBL4285417,Ceralasertib,3.0
CHEMBL4297281,Foxy-5,2.0
CHEMBL4297331,Tu-100,2.0
CHEMBL4297635,Setogepram,2.0
CHEMBL4298139,Serdexmethylphenidate Chloride,4.0
CHEMBL4434871,Chembl4434871,
CHEMBL456145,Mk-0354,
CHEMBL46085,Chembl46085,
CHEMBL472879,Gnf-Pf-359,
CHEMBL500883,1-Methylcytosine,
CHEMBL5204869,Chembl5204869,
CHEMBL5314950,Azd-2927,2.0
CHEMBL55068,12-Hydroxy-Dodecanoic Acid,
CHEMBL561057,Sq109,2.0
CHEMBL65616,Chembl65616,
CHEMBL853,Zalcitabine,4.0
CHEMBL1171837,Ponatinib,4.0
CHEMBL119443,Ergonovine,4.0
CHEMBL1200907,Trilostane,4.0
CHEMBL1231519,Chembl1231519,
CHEMBL1232077,Oxfenicine,2.0
CHEMBL125236,Chembl125236,
CHEMBL1276663,Cefozopran,2.0
CHEMBL130865,D-26,
CHEMBL1406049,Chembl1406049,
CHEMBL1541,Cefixime,4.0
CHEMBL15594,Arachidonic Acid,-1.0
CHEMBL156987,Sb-409513,
CHEMBL1620794,Nafronyl,2.0
CHEMBL1651905,Iotroxic Acid,2.0
CHEMBL1672002,Thymoquinone,2.0
CHEMBL1742439,Talastine,2.0
CHEMBL1908318,Nepadutant,2.0
CHEMBL1933576,Chembl1933576,
CHEMBL1949915,Chembl1949915,
CHEMBL2064455,Roducitabine,1.0
CHEMBL2103836,Imagabalin,3.0
CHEMBL2104595,Bimoclomol,2.0
CHEMBL2107691,Eprozinol,2.0
CHEMBL2110760,Bamifylline,2.0
CHEMBL214268,Pha-543613,1.0
CHEMBL215969,Chembl215969,
CHEMBL2164094,Chembl2164094,
CHEMBL220951,Chembl220951,
CHEMBL2216774,Chembl2216774,
CHEMBL222880,Chembl222880,
CHEMBL22498,Pheniprazine,-1.0
CHEMBL2356097,Metoprolol Succinate,4.0
CHEMBL237600,Chembl237600,
CHEMBL248187,Chembl248187,
CHEMBL26215,Octanol,2.0
CHEMBL268291,Dimethylformamide,
CHEMBL268501,Proquazone,2.0
CHEMBL306946,Tryptanthrin,
CHEMBL315795,Clomethiazole,4.0
CHEMBL321691,Ethylisothiourea,
CHEMBL3612503,Chembl3612503,
CHEMBL36715,Piracetam,4.0
CHEMBL3707349,Amcasertib,2.0
CHEMBL374107,8-Azaguanine,
CHEMBL3745978,Chembl3745978,
CHEMBL3950590,Vabametkib,2.0
CHEMBL3982723,Darovasertib,2.0
CHEMBL3989862,Pefcalcitol,3.0
CHEMBL4225565,Chembl4225565,
CHEMBL4297279,Ec-17,2.0
CHEMBL4303323,Acalisib,2.0
CHEMBL4303449,Arq-621,1.0
CHEMBL455,Sulfacetamide,4.0
CHEMBL4594403,Osavampator,2.0
CHEMBL46257,Putrescine,3.0
CHEMBL462712,Chembl462712,
CHEMBL4650358,Isuzinaxib Hydrochloride,2.0
CHEMBL479880,N-Butylbenzenesulfonamide,
CHEMBL485186,Chembl485186,
CHEMBL48608,Chembl48608,
CHEMBL487431,Chembl487431,
CHEMBL515387,Gosogliptin,4.0
CHEMBL5314381,Irinotecan Sucrosofate,3.0
CHEMBL5314463,Fulzerasib,2.0
CHEMBL563251,Pf-03463275,2.0
CHEMBL565076,Chembl565076,
CHEMBL57765,Chembl57765,
CHEMBL601876,Chembl601876,
CHEMBL61006,Phenylpropanolamine,4.0
CHEMBL62136,T091317,
CHEMBL62897,Chembl62897,
CHEMBL67133,Chembl67133,
CHEMBL83547,Chembl83547,
CHEMBL858,Edetic Acid,3.0
CHEMBL86954,Aminomethylamide,
CHEMBL1006,Amifostine,4.0
CHEMBL1026,Fenoldopam Mesylate,4.0
CHEMBL1077896,Ropivacaine,4.0
CHEMBL1086863,Fludeoxyglucose,4.0
CHEMBL1091345,Chembl1091345,
CHEMBL1094741,Chembl1094741,
CHEMBL1097373,Chembl1097373,
CHEMBL1200420,Midazolam Hydrochloride,4.0
CHEMBL1200506,Erythromycin Lactobionate,4.0
CHEMBL1201102,Triflupromazine Hydrochloride,4.0
CHEMBL1201110,Valacyclovir Hydrochloride,4.0
CHEMBL1201165,Quinestrol,4.0
CHEMBL1201270,Methenamine,4.0
CHEMBL1201349,Hexafluorenium,4.0
CHEMBL1201776,Tapentadol,4.0
CHEMBL1209017,Chembl1209017,
CHEMBL1233274,Chembl1233274,
CHEMBL1234797,Chembl1234797,
CHEMBL1238,Azelaic Acid,4.0
CHEMBL1269273,Chembl1269273,
CHEMBL1346,Darifenacin,4.0
CHEMBL1349073,Efloxate,2.0
CHEMBL1459962,Chembl1459962,
CHEMBL1483,Albendazole,4.0
CHEMBL149603,Chembl149603,
CHEMBL1738,Dexrazoxane,4.0
CHEMBL1741134,Picosulfuric Acid,4.0
CHEMBL1788388,Dibutylsuccinate,-1.0
CHEMBL1887585,Chembl1887585,
CHEMBL188952,Pirprofen,4.0
CHEMBL191083,Methylene Blue Cation,4.0
CHEMBL2058533,Chembl2058533,
CHEMBL2104607,Nikethamide,4.0
CHEMBL2104954,Balamapimod,2.0
CHEMBL2106011,Clocortolone Acetate,2.0
CHEMBL2106419,Lercanidipine Hydrochloride,4.0
CHEMBL2106526,Ethylmethylthiambutene,2.0
CHEMBL2107261,Tolpropamine,2.0
CHEMBL2111176,Valethamate,-1.0
CHEMBL216543,Chembl216543,
CHEMBL2251240,Scopolamine Hydrobromide,4.0
CHEMBL228133,Chembl228133,
CHEMBL2334341,Chembl2334341,
CHEMBL23393,Sodium Lauryl Sulfate,3.0
CHEMBL2403834,Chembl2403834,
CHEMBL248594,Rac-3-N-Butylphthalide,3.0
CHEMBL3093826,Chembl3093826,
CHEMBL312040,Etonitazene,2.0
CHEMBL3184685,Chembl3184685,
CHEMBL3305985,Alcuronium,4.0
CHEMBL3306918,Prx-03140,2.0
CHEMBL3334567,Savolitinib,3.0
CHEMBL335009,Chembl335009,
CHEMBL3408394,Chembl3408394,
CHEMBL3422080,Chembl3422080,
CHEMBL3422089,Chembl3422089,
CHEMBL3545280,Efatutazone,2.0
CHEMBL358040,Norfenefrine,2.0
CHEMBL360290,Chembl360290,
CHEMBL3634182,Chembl3634182,
CHEMBL371949,Chembl371949,
CHEMBL3742465,Minnelide Free Salt,2.0
CHEMBL376044,Chembl376044,
CHEMBL39736,Buformin,4.0
CHEMBL3989516,Fostamatinib Disodium,4.0
CHEMBL411950,Chembl411950,
CHEMBL4217292,Apinocaltamide,2.0
CHEMBL4229193,Chembl4229193,
CHEMBL4297298,Kw-2478,1.0
CHEMBL4297371,Pcs-499,2.0
CHEMBL4297474,Obi-3424,2.0
CHEMBL430266,Calyculin A,
CHEMBL4594276,Gusacitinib Hydrochloride,1.0
CHEMBL4594427,Abx-196,1.0
CHEMBL4633566,Ds-1971,2.0
CHEMBL4650301,Valiltramiprosate,3.0
CHEMBL469883,Chembl469883,
CHEMBL495,Alprostadil,4.0
CHEMBL495758,Chembl495758,
CHEMBL496862,Chembl496862,
CHEMBL502,Donepezil,4.0
CHEMBL503481,Phosphatidylcholine,3.0
CHEMBL5085558,Chembl5085558,
CHEMBL5095188,Max-10181,1.0
CHEMBL5185221,Ensitrelvir Fumarate,1.0
CHEMBL525028,Vasoactive Intestinal Peptide,3.0
CHEMBL5314424,Osivelotor,2.0
CHEMBL5314930,Sodium Pentaborate Pentahydrate,1.0
CHEMBL5315053,Pemetrexed Monohydrate,4.0
CHEMBL54349,Alpidem,4.0
CHEMBL552128,Chembl552128,
CHEMBL564,Promazine,4.0
CHEMBL594722,Chembl594722,
CHEMBL601,Aminolevulinic Acid,4.0
CHEMBL64677,Doxefazepam,2.0
CHEMBL65704,Chembl65704,
CHEMBL66424,Chembl66424,
CHEMBL76232,D-Glutamate,
CHEMBL831,Loxapine,4.0
CHEMBL97972,Pyrrolnitrin,2.0
CHEMBL982,Nalmefene,4.0
CHEMBL99889,Cp-320626,
CHEMBL1083385,Clopidogrel Bisulfate,4.0
CHEMBL1091697,Chembl1091697,
CHEMBL1091708,Chembl1091708,
CHEMBL1130,Doxifluridine,3.0
CHEMBL119596,2-Ethoxyethanol,
CHEMBL1197091,Halofuginone,2.0
CHEMBL1200478,Dyclonine Hydrochloride,4.0
CHEMBL1200559,Lactic Acid,4.0
CHEMBL1200976,Idarubicin Hydrochloride,4.0
CHEMBL1201760,Besifloxacin,4.0
CHEMBL1204498,Chembl1204498,
CHEMBL1235255,Chembl1235255,
CHEMBL1236904,Chembl1236904,
CHEMBL1321,Procarbazine,4.0
CHEMBL1489662,Difenpiramide,-1.0
CHEMBL1607,Topotecan Hydrochloride,4.0
CHEMBL1651480,Chembl1651480,
CHEMBL167670,Chembl167670,
CHEMBL168907,Tcmdc-137629,
CHEMBL190506,Chembl190506,
CHEMBL1909324,Pinaverium,4.0
CHEMBL199544,Chembl199544,
CHEMBL2008565,Guanazodine,2.0
CHEMBL208841,Chembl208841,
CHEMBL209821,Naluzotan,3.0
CHEMBL2104984,Sodelglitazar,2.0
CHEMBL2106111,Calcium Lactate,4.0
CHEMBL2140173,Chembl2140173,
CHEMBL2172272,Chembl2172272,
CHEMBL222913,Ceftiofur,2.0
CHEMBL2356023,Dihydrotachysterol,4.0
CHEMBL238804,Selexipag,4.0
CHEMBL24072,Prenylamine,4.0
CHEMBL255044,Flupirtine,4.0
CHEMBL261713,Bb-78485,
CHEMBL318153,Edoxudine,2.0
CHEMBL3188576,Dihydrostreptomycin Sulfate,4.0
CHEMBL3286738,Chembl3286738,
CHEMBL3299022,Chembl3299022,
CHEMBL3545035,Revexepride,2.0
CHEMBL354516,Chembl354516,
CHEMBL3741490,Chembl3741490,
CHEMBL375671,Chembl375671,
CHEMBL3818364,Chembl3818364,
CHEMBL3826997,Chembl3826997,
CHEMBL388501,Chembl388501,
CHEMBL389507,Osalmid,2.0
CHEMBL3935857,Serabelisib,2.0
CHEMBL3963485,Rogaratinib,2.0
CHEMBL3989768,Levorphanol Tartrate,4.0
CHEMBL405730,Chembl405730,
CHEMBL4077956,Chembl4077956,
CHEMBL4247213,Chembl4247213,
CHEMBL4297294,Jnj-42165279,2.0
CHEMBL4297338,5-Methyl-2'-Fluoroarauracil F-18,1.0
CHEMBL4297604,Acebilustat,2.0
CHEMBL44354,Ceftazidime,4.0
CHEMBL4519023,Chembl4519023,
CHEMBL468176,Chembl468176,
CHEMBL4783351,Emavusertib,2.0
CHEMBL480729,Chembl480729,
CHEMBL486921,Chembl486921,
CHEMBL494397,Metformin Xr,3.0
CHEMBL4994054,Acloproxalap,2.0
CHEMBL5087506,Admilparant,2.0
CHEMBL5095059,Deucrictibant,2.0
CHEMBL523299,Umeclidinium Bromide,4.0
CHEMBL5314389,Cr-3465,1.0
CHEMBL5314582,Bocodepsin Besylate,1.0
CHEMBL5314595,Aspirin Trelamine,2.0
CHEMBL5316157,Ikt-001Pro Free Base,1.0
CHEMBL55612,Norvaline,
CHEMBL66280,"5-Iodo,5'-Deoxytubercidin",
CHEMBL698,Tetracaine,4.0
CHEMBL710,Finasteride,4.0
CHEMBL741,Lamotrigine,4.0
CHEMBL753,Phenoxybenzamine,4.0
CHEMBL930,Glutamine,4.0
CHEMBL93077,Adrafinil,2.0
CHEMBL96783,Xylitol,3.0
CHEMBL1010,Cefotaxime Sodium,4.0
CHEMBL1057,Chembl1057,
CHEMBL1091696,Chembl1091696,
CHEMBL1133,Oxybutynin Chloride,4.0
CHEMBL1201064,Fluorometholone Acetate,4.0
CHEMBL1223852,Alpha-Tocopherylquinone,
CHEMBL1236315,Tartrate,2.0
CHEMBL1241855,Rigosertib,3.0
CHEMBL1270230,Chembl1270230,
CHEMBL1289494,Tivozanib,4.0
CHEMBL134334,Chembl134334,
CHEMBL1384,Kanamycin,4.0
CHEMBL1477,Cerivastatin,4.0
CHEMBL1483261,Chembl1483261,
CHEMBL1515891,Chembl1515891,
CHEMBL1688529,Nim811,2.0
CHEMBL1715,Pioglitazone Hydrochloride,4.0
CHEMBL1727,Cephalexin Anhydrous,4.0
CHEMBL1731,Mezlocillin,4.0
CHEMBL1774080,Pf-00217830,2.0
CHEMBL178,Daunorubicin,4.0
CHEMBL178803,Blonanserin,4.0
CHEMBL1957015,Chembl1957015,
CHEMBL197577,Chembl197577,
CHEMBL2057417,Chembl2057417,
CHEMBL2063330,Chembl2063330,
CHEMBL2103821,Ropidoxuridine,2.0
CHEMBL2105825,Proglumetacin,2.0
CHEMBL2106227,Etifoxine,3.0
CHEMBL2106996,Oxaflozane,2.0
CHEMBL2107337,Enzastaurin Hydrochloride,3.0
CHEMBL2110922,Amezinium,2.0
CHEMBL2219411,Momelotinib Dihydrochloride,4.0
CHEMBL2336325,Vistusertib,2.0
CHEMBL2380834,Chembl2380834,
CHEMBL2426168,Chembl2426168,
CHEMBL253838,1-Phenylcyclohexanamine,
CHEMBL256147,Tilarginine,3.0
CHEMBL260402,"Iodometomidate I-123, R-",1.0
CHEMBL26128,Phenyl Dihydrogen Phosphate,
CHEMBL276443,Etilamfetamine,2.0
CHEMBL3114687,Chembl3114687,
CHEMBL3337527,Jnj-40411813,2.0
CHEMBL3394721,Chembl3394721,
CHEMBL3601411,Tegavivint,2.0
CHEMBL360328,Lorcaserin,4.0
CHEMBL3746912,Chembl3746912,
CHEMBL374940,Chembl374940,
CHEMBL37744,Zimeldine,4.0
CHEMBL378927,Chembl378927,
CHEMBL3800481,Chembl3800481,
CHEMBL3889654,Larotrectinib,4.0
CHEMBL398486,Chembl398486,
CHEMBL4097025,Chembl4097025,
CHEMBL41631,Chembl41631,
CHEMBL4167717,Chembl4167717,
CHEMBL4227907,Chembl4227907,
CHEMBL426643,Chembl426643,
CHEMBL4291471,Chembl4291471,
CHEMBL4297304,Mk-6325,1.0
CHEMBL4297490,Cm-4307,3.0
CHEMBL429852,Sp-4206,
CHEMBL434183,Chembl434183,
CHEMBL4540722,Chembl4540722,
CHEMBL454446,Cefditoren Pivoxil,4.0
CHEMBL4559134,Selpercatinib,4.0
CHEMBL46516,Fluspirilene,4.0
CHEMBL4791017,Chembl4791017,
CHEMBL4802141,Ch-1504,2.0
CHEMBL482035,Bicyclol,3.0
CHEMBL497834,7Beta-Hydroxycholesterol,
CHEMBL5095030,Motixafortide,3.0
CHEMBL5095246,Ka-2507,2.0
CHEMBL5177388,Chembl5177388,
CHEMBL5314359,Ertapenem Sodium,4.0
CHEMBL5314395,Gw493838,2.0
CHEMBL5314451,Zegruvirimat,2.0
CHEMBL5314918,Ikt-001Pro,1.0
CHEMBL555196,Silvestrol,
CHEMBL594549,Chembl594549,
CHEMBL679,Epinephrine,4.0
CHEMBL847,Oxamniquine,4.0
CHEMBL88,Cyclophosphamide Anhydrous,4.0
CHEMBL976,Praziquantel,4.0
CHEMBL1055,Chlorthalidone,4.0
CHEMBL11978,Nicotinyl Methylamide,-1.0
CHEMBL1200574,Sodium Chloride,4.0
CHEMBL1200806,Naproxen Sodium,4.0
CHEMBL1214598,Umifenovir,3.0
CHEMBL1233524,Mk-3281,1.0
CHEMBL1256717,Itriglumide,2.0
CHEMBL128748,Dimethylcurcumin,2.0
CHEMBL1476245,Dexisometheptene,2.0
CHEMBL1522,Eszopiclone,4.0
CHEMBL1562779,Tofa,1.0
CHEMBL1618116,Chembl1618116,
CHEMBL1620289,Chembl1620289,
CHEMBL1627367,Fluoroestradiol,4.0
CHEMBL174290,Chembl174290,
CHEMBL208427,Solabegron,2.0
CHEMBL2104103,Clocapramine,2.0
CHEMBL2105085,Gefarnate,3.0
CHEMBL2106389,Iocarmic Acid,2.0
CHEMBL2106572,Caldaret,2.0
CHEMBL212432,552-02,2.0
CHEMBL2177827,Chembl2177827,
CHEMBL221067,Chembl221067,
CHEMBL226335,Rutin,2.0
CHEMBL238103,Bms-488043,
CHEMBL25105,Hexamidine,4.0
CHEMBL269864,Ulodesine,2.0
CHEMBL270550,Chembl270550,
CHEMBL274119,Racemethionine,-1.0
CHEMBL281764,Tabimorelin,2.0
CHEMBL3093824,Chembl3093824,
CHEMBL311875,Chembl311875,
CHEMBL3125702,Navtemadlin,2.0
CHEMBL3127326,Ombitasvir,4.0
CHEMBL3133807,Chembl3133807,
CHEMBL32,Moxifloxacin,4.0
CHEMBL328190,Lasofoxifene,4.0
CHEMBL3356007,Chembl3356007,
CHEMBL3414626,Pinometostat,2.0
CHEMBL3421842,Chembl3421842,
CHEMBL3544914,Tezacaftor,4.0
CHEMBL3545335,Ag-13958,2.0
CHEMBL356002,Chembl356002,
CHEMBL3670800,Lazucirnon,2.0
CHEMBL3707306,Strontium Ranelate,4.0
CHEMBL3808884,Chembl3808884,
CHEMBL385055,Chembl385055,
CHEMBL386630,Testosterone,4.0
CHEMBL3939958,Chembl3939958,
CHEMBL3989948,Lanabecestat,3.0
CHEMBL4063211,Chembl4063211,
CHEMBL4065491,Chembl4065491,
CHEMBL4094351,Chembl4094351,
CHEMBL4159769,Chembl4159769,
CHEMBL4205422,Mk-0752,1.0
CHEMBL4297296,Kos-1584,2.0
CHEMBL4297301,Methyl-D9-Choline,0.5
CHEMBL4297485,Cfg-920,1.0
CHEMBL4297622,Rovatirelin,3.0
CHEMBL443064,5-Phenylvaleric Acid,
CHEMBL4476817,Chembl4476817,
CHEMBL4514203,Bay-390,
CHEMBL4594410,Sulcardine Sulfate,2.0
CHEMBL473119,Chembl473119,
CHEMBL499915,Carbenoxolone,4.0
CHEMBL503090,Chembl503090,
CHEMBL5095057,Bexirestrant,2.0
CHEMBL5095398,Ivarmacitinib,3.0
CHEMBL5204174,Chembl5204174,
CHEMBL52270,4-Amino-4-Deoxy-Neu5Ac2En,
CHEMBL5314944,Zelquistinel,2.0
CHEMBL562317,Chembl562317,
CHEMBL567204,Chembl567204,
CHEMBL576258,Chembl576258,
CHEMBL577137,Chembl577137,
CHEMBL611940,Chembl611940,
CHEMBL6269,Sc-58272,
CHEMBL645,Bisoprolol,4.0
CHEMBL65730,Chembl65730,
CHEMBL75435,Dexketoprofen,4.0
CHEMBL1077,Bromfenac,4.0
CHEMBL1080884,Lubazodone,-1.0
CHEMBL1095280,Eritadenine,
CHEMBL1159650,Clobetasol Propionate,4.0
CHEMBL1181770,Sb-699551,
CHEMBL1189,Diethylamine,3.0
CHEMBL1200721,Estramustine Phosphate Sodium,4.0
CHEMBL1201148,Meprednisone,4.0
CHEMBL1230640,Chembl1230640,
CHEMBL1233097,Chembl1233097,
CHEMBL1234283,Chembl1234283,
CHEMBL1255816,Chembl1255816,
CHEMBL1256696,Carbetapentane Citrate,4.0
CHEMBL132767,Trapidil,2.0
CHEMBL13376,Clometacin,4.0
CHEMBL1499,Cortisone,3.0
CHEMBL184412,Dronedarone,4.0
CHEMBL186483,4-Methanesulfonyl-Benzamidine,
CHEMBL1934130,Chembl1934130,
CHEMBL197550,Chembl197550,
CHEMBL2,Prazosin,4.0
CHEMBL2104231,Demegestone,2.0
CHEMBL2105661,Litronesib,2.0
CHEMBL2105683,Naproxen Etemesil,2.0
CHEMBL2107350,Levamlodipine Malate,1.0
CHEMBL2107360,Paliperidone Palmitate,4.0
CHEMBL2107448,Loprazolam,2.0
CHEMBL2107614,Etiprednol Dicloacetate,2.0
CHEMBL221735,Chembl221735,
CHEMBL2338329,Roxadustat,4.0
CHEMBL2407198,Chembl2407198,
CHEMBL2440659,Chembl2440659,
CHEMBL247378,7-Nitroindazole,
CHEMBL264950,Chembl264950,
CHEMBL3093829,Chembl3093829,
CHEMBL3188597,Chembl3188597,
CHEMBL33468,Chembl33468,
CHEMBL3408941,Chembl3408941,
CHEMBL3408945,Chembl3408945,
CHEMBL3421729,Mevidalen,2.0
CHEMBL346455,Chembl346455,
CHEMBL3577925,Chembl3577925,
CHEMBL3605457,Chembl3605457,
CHEMBL3666807,Velsecorat,2.0
CHEMBL3707246,Ozanimod Hydrochloride,4.0
CHEMBL375492,Amithiozone,2.0
CHEMBL376505,Chembl376505,
CHEMBL381735,Chembl381735,
CHEMBL3827865,Chembl3827865,
CHEMBL3960488,Emd-1204831,1.0
CHEMBL3989555,Meclizine Hydrochloride,4.0
CHEMBL3989767,Calcitonin Salmon,4.0
CHEMBL4214018,Chembl4214018,
CHEMBL4239972,Chembl4239972,
CHEMBL4297314,Oxazolidine,2.0
CHEMBL4538174,Erki,
CHEMBL4553284,Chembl4553284,
CHEMBL477278,O-(2-Fluoroethyl)-L-Tyrosine F-18,2.0
CHEMBL515854,Chembl515854,
CHEMBL5314414,Milademetan Tosylate,1.0
CHEMBL559478,Ssr180711,2.0
CHEMBL601895,Chembl601895,
CHEMBL6437,Mianserin,4.0
CHEMBL685,Mebendazole,4.0
CHEMBL87647,R-185545,
CHEMBL9225,Meso-Hexestrol,
CHEMBL95681,Butyrolactone,
CHEMBL1096754,Chembl1096754,
CHEMBL1141,Potassium Iodide,4.0
CHEMBL1173655,Afatinib,4.0
CHEMBL1200607,Perflexane,4.0
CHEMBL1200618,Fexofenadine Hydrochloride,4.0
CHEMBL1201293,Acamprosate,4.0
CHEMBL1207745,Beraprost,3.0
CHEMBL1236682,Refametinib,2.0
CHEMBL123678,Chembl123678,
CHEMBL12948,Semustine,3.0
CHEMBL1377,Proguanil,4.0
CHEMBL157138,Lisuride,4.0
CHEMBL16332,Zofenoprilat,
CHEMBL1642258,Chembl1642258,
CHEMBL1718444,Chembl1718444,
CHEMBL1738705,Chembl1738705,
CHEMBL178657,Chembl178657,
CHEMBL1794067,Gsk-978744A,
CHEMBL1794069,Gsk-571989A,
CHEMBL204543,"Naphthalene-1,2-Diol",
CHEMBL2103844,Pixantrone Dimaleate,4.0
CHEMBL2104519,Xibornol,2.0
CHEMBL2105711,Tofogliflozin,4.0
CHEMBL2107373,Sotirimod,2.0
CHEMBL2107781,Sodium Tartrate,-1.0
CHEMBL2178422,Rimegepant,4.0
CHEMBL2180408,Jnj-42396302,1.0
CHEMBL2208405,Chembl2208405,
CHEMBL2218913,Capreomycin Sulfate,4.0
CHEMBL232148,Chembl232148,
CHEMBL2361370,Penbutolol Sulfate,4.0
CHEMBL242948,Polaprezinc,2.0
CHEMBL3187365,Asenapine,4.0
CHEMBL3301672,Eritoran Tetrasodium,3.0
CHEMBL3348963,Telotristat Etiprate,4.0
CHEMBL3422085,Chembl3422085,
CHEMBL350320,Phenylalanine Amide,
CHEMBL3695568,Jnj-49095397,2.0
CHEMBL372227,Chembl372227,
CHEMBL375530,Dichlororibobenzimidazole,
CHEMBL3792850,Chembl3792850,
CHEMBL3935647,Chembl3935647,
CHEMBL4073443,Tomivosertib,2.0
CHEMBL412309,Ar-67,2.0
CHEMBL414157,Tonapofylline,3.0
CHEMBL414883,Radicicol,
CHEMBL4214264,Chembl4214264,
CHEMBL4278681,Chembl4278681,
CHEMBL44,Genistein,2.0
CHEMBL4594384,Umifoxolaner,1.0
CHEMBL4594419,Bms-813160,2.0
CHEMBL4800073,Chembl4800073,
CHEMBL483995,Chembl483995,
CHEMBL495493,Chembl495493,
CHEMBL498032,Chembl498032,
CHEMBL5314388,Rg-7602,1.0
CHEMBL5314909,Abx-002,1.0
CHEMBL5315119,Upadacitinib Hemihydrate,4.0
CHEMBL562314,Chembl562314,
CHEMBL594984,Chembl594984,
CHEMBL604123,Chembl604123,
CHEMBL607712,4-Hydroxyphenylpyruvic Acid,
CHEMBL712,Anisindione,4.0
CHEMBL8145,Daidzein,2.0
CHEMBL856,Primidone,4.0
CHEMBL1000,Cetirizine,4.0
CHEMBL1084102,Chembl1084102,
CHEMBL1178595,Chembl1178595,
CHEMBL1333813,Chembl1333813,
CHEMBL1697838,Glymidine,4.0
CHEMBL177577,Ol-135,
CHEMBL177591,Dimethylcarbate,-1.0
CHEMBL1822492,Chembl1822492,
CHEMBL1870796,Pivagabine,2.0
CHEMBL1908325,Selamectin,2.0
CHEMBL1922660,Fiboflapon,3.0
CHEMBL1951143,Fimasartan,3.0
CHEMBL2058833,Ganaplacide,2.0
CHEMBL2064328,Chembl2064328,
CHEMBL2105348,Ranimustine,3.0
CHEMBL2105756,Tivozanib Hydrochloride,4.0
CHEMBL2106191,Calcium Dobesilate,4.0
CHEMBL2106323,Lactose Monohydrate,3.0
CHEMBL2106325,Dimemorfan,2.0
CHEMBL2177647,Chembl2177647,
CHEMBL2218911,Bevirimat Dimeglumine,2.0
CHEMBL230137,Chembl230137,
CHEMBL2408245,Chembl2408245,
CHEMBL24787,Chembl24787,
CHEMBL289469,Granisetron,4.0
CHEMBL296035,Bufuralol,2.0
CHEMBL298817,Albaconazole,2.0
CHEMBL3039525,Golvatinib,2.0
CHEMBL3039598,Fosinopril,4.0
CHEMBL316048,Androstanediol,
CHEMBL3182543,Chembl3182543,
CHEMBL3335556,Chembl3335556,
CHEMBL335538,2'-Deoxyadenosine 5'-Triphosphate,
CHEMBL350719,Esmethadone,3.0
CHEMBL3580438,Chembl3580438,
CHEMBL3604010,Methylone,1.0
CHEMBL3617968,Bay-678,
CHEMBL3632745,Chembl3632745,
CHEMBL3798846,Chembl3798846,
CHEMBL399311,Chembl399311,
CHEMBL399598,Chembl399598,
CHEMBL4073496,Chembl4073496,
CHEMBL4202753,Chembl4202753,
CHEMBL4280722,Chembl4280722,
CHEMBL4297302,Mk-0941,2.0
CHEMBL4297461,Cep-9722,1.0
CHEMBL4301162,Serdexmethylphenidate,4.0
CHEMBL432234,Chembl432234,
CHEMBL438876,Chembl438876,
CHEMBL4541479,Chembl4541479,
CHEMBL4594423,Tp-1287,1.0
CHEMBL462547,Urethane,4.0
CHEMBL4633785,Xeruborbactam,1.0
CHEMBL475768,Chembl475768,
CHEMBL4802244,Dersimelagon Phosphate,1.0
CHEMBL493671,Chembl493671,
