Drug,cluster,Selectivity_Score,entropy_sel_n,gini_sel_n,kurt_n,gap_n,sr_n,Type,x,y,Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL1000,1,0.23544052926034137,0.1344836516013291,0.001785797773729072,0.16210203738211276,0.407149926532067,0.3759796083614964,Type II: Moderate poly-target,-1.5835894,0.6120762,CHEMBL1000,Cetirizine,4.0
CHEMBL100014,0,0.058501103482976935,0.051744140520783535,0.0004905936434667509,0.21269271452346547,0.004283523169907945,0.004743485008559508,Type III: Broad-spectrum,14.310394,1.0971866,CHEMBL100014,An-9,2.0
CHEMBL100109,0,0.1538390573734485,0.1944065441733304,0.0025419081776297085,0.1780180562160138,0.07210876992698088,0.0646255205521239,Type III: Broad-spectrum,6.2694526,5.1306124,CHEMBL100109,Chembl100109,
CHEMBL100116,0,0.14987870952409232,0.16051403793652397,0.002313927741329996,0.20857540437549116,0.028949626355001756,0.02371319268465899,Type III: Broad-spectrum,8.61878,4.62667,CHEMBL100116,Pentazocine,4.0
CHEMBL1002,0,0.12662699988801335,0.15586275128016633,0.001988865183841586,0.22920297968964826,0.052842069590302514,0.05166191065723637,Type III: Broad-spectrum,8.4025345,4.522439,CHEMBL1002,Levosalbutamol,4.0
CHEMBL100231,0,0.12112862066263289,0.0770428934866012,0.0012753665443073223,0.1275840609850281,0.05368748175921939,0.04468332132248343,Type III: Broad-spectrum,10.615496,0.56468064,CHEMBL100231,Chembl100231,
CHEMBL100239,0,0.13138223081144168,0.13792685783980613,0.0019322522584885096,0.27728921841786075,0.03750010591821507,0.034474227518564084,Type III: Broad-spectrum,8.6159315,4.7555084,CHEMBL100239,Tcmdc-131943,
CHEMBL100259,2,0.2845388005659135,0.4941858875546424,0.012934037929008492,0.7534890258147675,0.020829371710297986,0.018899304448901106,Type I: Highly Selective,1.9103773,11.073517,CHEMBL100259,Uridine,3.0
CHEMBL1003,2,0.1584496498712794,0.2152664163300337,0.0033693371255302884,0.3907306506883892,0.014166622036473153,0.01304514201435364,Type I: Highly Selective,6.43035,8.739769,CHEMBL1003,Clavulanate Potassium,4.0
CHEMBL1004,0,0.10952296973724993,0.14717464298724228,0.0018075781313120081,0.21523681311705425,0.029669480011814957,0.030039377986335953,Type III: Broad-spectrum,10.458037,4.167463,CHEMBL1004,Doxylamine,4.0
CHEMBL10041,1,0.1620286842143142,0.10330470052063115,0.0010294263475623528,0.10733587499144599,0.18600173865112138,0.1599462070961638,Type II: Moderate poly-target,4.294979,0.23558313,CHEMBL10041,Afimoxifene,
CHEMBL1005,2,0.18904830402204087,0.19775993348329432,0.0033996487977243266,0.4119786924668497,0.08579464989291001,0.07416434484470835,Type I: Highly Selective,4.168644,7.524157,CHEMBL1005,Remifentanil,4.0
CHEMBL100595,0,0.13144393321594916,0.10746813036086333,0.00214479846341681,0.16548826594749835,0.041057927177103305,0.03396504003845162,Type III: Broad-spectrum,9.730641,2.1833382,CHEMBL100595,Chembl100595,
CHEMBL1006,0,0.09378279677792384,0.11336885185786999,0.0014337310837953068,0.2432167106508396,0.020312114065946057,0.021278241540069034,Type III: Broad-spectrum,12.217382,4.0072784,CHEMBL1006,Amifostine,4.0
CHEMBL100617,0,0.1436693985287657,0.10243019360368626,0.0015763372625817746,0.15670703615161755,0.09356313757095218,0.0780114387864732,Type III: Broad-spectrum,7.9198675,1.3335886,CHEMBL100617,Chembl100617,
CHEMBL100622,0,0.0630205070512679,0.02093692309683359,0.00016344809502495872,0.2080941453785975,0.018410015229921143,0.019123057730372695,Type III: Broad-spectrum,14.409916,1.3887408,CHEMBL100622,Hexamethonium,2.0
CHEMBL1007,0,0.16017623367507472,0.09460749024667603,0.0011737101597585832,0.29635389116455774,0.1444738122445221,0.12806054722062604,Type III: Broad-spectrum,4.969256,2.7784636,CHEMBL1007,Gonadorelin,4.0
CHEMBL100763,0,0.15164995683850535,0.08762191946308386,0.0011633233292600894,0.15789015616527416,0.12955830992460401,0.10728867936126602,Type III: Broad-spectrum,6.3842964,0.613008,CHEMBL100763,Chembl100763,
CHEMBL1008,1,0.17294372648429035,0.11600647738968188,0.0013608043446411019,0.25909395041161115,0.20073094555543516,0.18658925531125647,Type II: Moderate poly-target,3.0258284,1.824025,CHEMBL1008,Bepridil,4.0
CHEMBL1009,1,0.15882715035299744,0.13393827508332729,0.0014868671791281485,0.08361266607912803,0.1834078218161885,0.16673299618349796,Type II: Moderate poly-target,4.1022186,0.47258237,CHEMBL1009,Levodopa,4.0
CHEMBL101,0,0.10118376016262615,0.1275133387597344,0.001600805724188435,0.2311354855898546,0.00889784659987625,0.008853796059324964,Type III: Broad-spectrum,11.476492,3.9860013,CHEMBL101,Phenylbutazone,4.0
CHEMBL1010,0,0.108696829707013,0.09356703245167165,0.0011655881541625256,0.24502402549642835,0.002593411754374824,0.0023173028631779157,Type III: Broad-spectrum,12.652141,3.887391,CHEMBL1010,Cefotaxime Sodium,4.0
CHEMBL101083,0,0.1486654410625689,0.1042957758307148,0.0016627093774877282,0.14148395148207898,0.10635854528026958,0.08773531331970233,Type III: Broad-spectrum,6.9879885,1.1514907,CHEMBL101083,Chembl101083,
CHEMBL10118,1,0.18893048026812592,0.16115763309804507,0.0035319772264104958,0.24007575361216088,0.16040303203131,0.13494966108737066,Type II: Moderate poly-target,3.2071712,3.6049256,CHEMBL10118,Famoxadone,
CHEMBL101253,2,0.3231243198994464,0.5639706047242304,0.16113820097113524,0.20430208302462402,0.07304479361361782,0.055428218377278175,Type I: Highly Selective,0.19633211,5.550878,CHEMBL101253,Vatalanib,3.0
CHEMBL1013,0,0.14696718645894796,0.17621886517632873,0.0025624897070300563,0.24796323512964882,0.047201164098103286,0.0424397716861583,Type III: Broad-spectrum,7.573717,5.6963935,CHEMBL1013,Loracarbef Anhydrous,4.0
CHEMBL101309,2,0.18334255672291605,0.1126359786749433,0.0016235918346500045,0.3886308521034896,0.1543448954691784,0.1326107900374956,Type I: Highly Selective,3.8927696,3.92909,CHEMBL101309,Avasimibe,2.0
CHEMBL101382,0,0.14039577454743893,0.10214931619422121,0.0010772126538096717,0.137605649932393,0.14714019966649655,0.13605031317394206,Type III: Broad-spectrum,5.7336535,0.64395213,CHEMBL101382,Chembl101382,
CHEMBL1014,2,0.19381852344624723,0.18691779455551474,0.003347932059024197,0.5685944155931664,0.03727878998215168,0.030965302430292465,Type I: Highly Selective,5.0804625,10.745925,CHEMBL1014,Candesartan Cilexetil,4.0
CHEMBL101541,2,0.12523007378424514,0.18763415396436028,0.0030140376845397073,0.3295945310174837,0.011617748610615257,0.01192444642816264,Type I: Highly Selective,8.498526,7.427426,CHEMBL101541,Chembl101541,
CHEMBL1016,2,0.18829651936767322,0.21065254227116792,0.003662705208576241,0.4891267199301443,0.03332650133296386,0.028199749847516265,Type I: Highly Selective,5.090992,9.815262,CHEMBL1016,Candesartan,3.0
CHEMBL101661,0,0.12254918926864987,0.07117191874111552,0.0008158408091308558,0.27632076643572057,0.051940745230383285,0.04590887727074203,Type III: Broad-spectrum,12.468775,5.243053,CHEMBL101661,Chembl101661,
CHEMBL101683,0,0.0937998271370119,0.10644238840235459,0.0012093958281372162,0.2727333682733418,0.01539916377246576,0.016047866727540498,Type III: Broad-spectrum,12.375146,4.472894,CHEMBL101683,Chembl101683,
CHEMBL1017,2,0.1601393499214292,0.1806498508421097,0.002856036483754984,0.3272806945910426,0.016998762766340093,0.014218002929124446,Type I: Highly Selective,7.5449677,7.5998964,CHEMBL1017,Telmisartan,4.0
CHEMBL101719,0,0.1396686399016221,0.10828667852297223,0.002244619891884867,0.16416460458281357,0.06775444930450537,0.056087248551356134,Type III: Broad-spectrum,8.688365,1.8275337,CHEMBL101719,Chembl101719,
CHEMBL101740,0,0.09038767260818759,0.117380843194482,0.0011535217196956865,0.09428311467285301,0.028510294883879937,0.028435733663211872,Type III: Broad-spectrum,11.508747,1.1056927,CHEMBL101740,Cidoxepin,-1.0
CHEMBL101797,0,0.12158407128198431,0.13981565101988808,0.001834592853493343,0.2838554445179136,0.0010589139073603519,0.0009700310755070594,Type III: Broad-spectrum,10.218501,5.8874264,CHEMBL101797,Chembl101797,
CHEMBL1018,0,0.07815112005233199,0.05086997649204824,0.0003793657620255689,0.05534418073535553,0.04102234130518432,0.03902776180060197,Type III: Broad-spectrum,12.306095,-0.86800325,CHEMBL1018,Dienestrol,4.0
CHEMBL101801,0,0.16246726934197062,0.13723083562944094,0.004158772403328935,0.22134468512087646,0.1055880078634126,0.08909806101765265,Type III: Broad-spectrum,6.1543865,3.0413842,CHEMBL101801,Chembl101801,
CHEMBL10188,2,0.2126748635169406,0.2587806079965005,0.005003670716549462,0.3946581007561503,0.0959975616030632,0.08133547780937253,Type I: Highly Selective,3.115162,7.9959536,CHEMBL10188,Talnetant,2.0
CHEMBL1020,2,0.15975965701811423,0.21881930980419442,0.003365312666132582,0.308300314844286,0.043521437608120786,0.040271025736864065,Type I: Highly Selective,6.239251,7.2757215,CHEMBL1020,Tolmetin,4.0
CHEMBL1021,0,0.11828979883593413,0.07485842928902393,0.0006275086480069404,0.08980425157067301,0.16143331552141973,0.1632639112112379,Type III: Broad-spectrum,5.4937806,-0.5559417,CHEMBL1021,Nepafenac,4.0
CHEMBL1023,0,0.10742019793308222,0.05585079011769834,0.0005886866407300862,0.25797282808644073,0.02746636116291955,0.024409825190583743,Type III: Broad-spectrum,13.323642,4.0815144,CHEMBL1023,Bexarotene,4.0
CHEMBL102358,0,0.0987536294609971,0.10520016934449983,0.0011331321248423173,0.15780422320838508,0.02940430515287229,0.028370167614261425,Type III: Broad-spectrum,11.546564,1.6943483,CHEMBL102358,Idrocilamide,2.0
CHEMBL1024,0,0.10371524118638457,0.11889981708705143,0.0015278820972406805,0.36877744352949476,0.01354599093952533,0.014384319237870008,Type III: Broad-spectrum,11.429962,6.822651,CHEMBL1024,Ifosfamide,4.0
CHEMBL1025,0,0.07860057577087762,0.07634752301179275,0.0007838753972493039,0.23464930349010174,0.012168700032816933,0.012783780640125446,Type III: Broad-spectrum,13.563915,2.913814,CHEMBL1025,Isoflurophate,4.0
CHEMBL1026,0,0.1063460706439493,0.07372987709881927,0.0007580678766161057,0.1549802817498109,0.04761009187209203,0.04291350485227264,Type III: Broad-spectrum,11.229518,0.75705147,CHEMBL1026,Fenoldopam Mesylate,4.0
CHEMBL1027,2,0.14516562998417878,0.21097788432832465,0.003169441209637958,0.32673354534065335,0.031010848930047755,0.03048211301077614,Type I: Highly Selective,6.958988,7.5262194,CHEMBL1027,Tiagabine,4.0
CHEMBL102714,0,0.10774266764588691,0.08488272360666643,0.001018672273792109,0.14849133186710517,0.03589235822538237,0.03192513770333477,Type III: Broad-spectrum,11.430863,1.1006932,CHEMBL102714,Sb-216763,
CHEMBL1029,2,0.13013625582830024,0.2186844358193644,0.0040095538864614874,0.45439809304342205,0.0005539698348510109,0.0006219324211300027,Type I: Highly Selective,6.4035296,9.245854,CHEMBL1029,Miglustat,4.0
CHEMBL102970,0,0.08174918389415402,0.11203020877557383,0.0012719187619958721,0.1686877199016502,0.03511799685998472,0.0391374319674818,Type III: Broad-spectrum,11.458606,1.250336,CHEMBL102970,Pyridoxal,3.0
CHEMBL103,0,0.11009102787231764,0.09339798793098138,0.0010497092511876688,0.22439354062776834,0.0008445960844683175,0.0007376344489593883,Type III: Broad-spectrum,12.296321,3.5258648,CHEMBL103,Progesterone,4.0
CHEMBL103043,0,0.08395036757956068,0.07509026464261369,0.0008099753013338449,0.1258084796090999,0.017147396225476407,0.01640389208183245,Type III: Broad-spectrum,12.762454,0.22601427,CHEMBL103043,Chembl103043,
CHEMBL103045,2,0.16857758719127747,0.18040212031936206,0.004049846227176508,0.28647038536324265,0.05130316501939028,0.04250405960891298,Type I: Highly Selective,6.7197576,6.386278,CHEMBL103045,Chembl103045,
CHEMBL10316,0,0.09525400236938869,0.12980967085465117,0.0014994576701116277,0.1768066628963842,0.006721223729650108,0.006707138656551408,Type III: Broad-spectrum,11.323365,2.8380275,CHEMBL10316,Idazoxan,3.0
CHEMBL103294,1,0.17090571997717563,0.08986138525214399,0.0013077437307837596,0.15524851968767328,0.18951502613063578,0.1566303431000695,Type II: Moderate poly-target,4.04524,0.55604213,CHEMBL103294,Chembl103294,
CHEMBL1034,2,0.15911647716312205,0.23256773850809698,0.003960459634336581,0.4834320255099121,0.002582277852617,0.002524554607517652,Type I: Highly Selective,5.7126226,10.008963,CHEMBL1034,Diclofenac Sodium,4.0
CHEMBL103667,2,0.2940530367934635,0.39672528669187257,0.0512990730377957,0.3835267414133291,0.160282949956209,0.12577232528881818,Type I: Highly Selective,0.26148835,5.589323,CHEMBL103667,Doramapimod,2.0
CHEMBL1037,0,0.09387088689542906,0.12101852219382093,0.001409509352161245,0.2672412813877962,0.0003067290212351331,0.00031732306150618773,Type III: Broad-spectrum,12.027801,4.332808,CHEMBL1037,Guanadrel,4.0
CHEMBL10372,1,0.20447956650426785,0.1082908140994764,0.0013710503650325924,0.175308150987323,0.2900466098308323,0.24681813920660114,Type II: Moderate poly-target,0.81106836,0.96472806,CHEMBL10372,Zopolrestat,2.0
CHEMBL103735,0,0.12855347783293622,0.06587675534913484,0.000732585136503641,0.3182638128255002,0.11123831044703283,0.10782014598358054,Type III: Broad-spectrum,6.328461,2.3843265,CHEMBL103735,Atiprimod,2.0
CHEMBL104,0,0.1416857452721591,0.15546869703589034,0.002006865500293654,0.3321550600366853,0.040765855747316386,0.037803983810761076,Type III: Broad-spectrum,8.1527405,6.5288305,CHEMBL104,Clotrimazole,4.0
CHEMBL1040,0,0.12605220283951243,0.07697158752042106,0.000807234861471576,0.12696864577978043,0.10367679727877427,0.09138916855103926,Type III: Broad-spectrum,8.400811,-0.1288065,CHEMBL1040,Calcifediol Anhydrous,4.0
CHEMBL10413,0,0.1380753229061401,0.14131096801703844,0.0019521558952348163,0.2220234424229388,0.06938156337259445,0.06337700367975906,Type III: Broad-spectrum,7.950961,3.5965254,CHEMBL10413,Zenarestat,2.0
CHEMBL104166,1,0.2075592229696995,0.09060112606298777,0.0016676671029349952,0.2034627894414261,0.3334716840613514,0.29857078261211173,Type II: Moderate poly-target,-0.17045274,0.63209915,CHEMBL104166,Chembl104166,
CHEMBL1042,0,0.11349249375974295,0.05603925189555194,0.0005071549823006446,0.11324676114771036,0.09550290104445221,0.08530479565991819,Type III: Broad-spectrum,9.489451,-0.68055713,CHEMBL1042,Cholecalciferol,4.0
CHEMBL104264,1,0.16563873288663433,0.06716247190689562,0.000648738598232954,0.19306218707571413,0.2263172867323366,0.20258587928216695,Type II: Moderate poly-target,2.943326,0.23486565,CHEMBL104264,H-89,
CHEMBL1043,1,0.14719533473078034,0.1246701412713259,0.0013865113718463985,0.16211769017451727,0.19476026671142518,0.20316227829503292,Type II: Moderate poly-target,3.9487755,0.41984814,CHEMBL1043,Dapsone,4.0
CHEMBL1044,0,0.12030072403815777,0.2045728395649909,0.0032087077104852274,0.2033433973799487,0.0522536053667307,0.05771154810998043,Type III: Broad-spectrum,8.351405,5.204778,CHEMBL1044,Phenylacetic Acid,
CHEMBL104444,0,0.08755944937115882,0.1099540352087807,0.0011152280157689027,0.14467579449896945,0.024956014870150894,0.025608726161750917,Type III: Broad-spectrum,11.637666,1.4538176,CHEMBL104444,Chembl104444,
CHEMBL1045,2,0.1559944176016477,0.2986788256068697,0.005013330014644757,0.2388346251921774,0.011912563419329374,0.01176615731218982,Type I: Highly Selective,5.5689087,8.113366,CHEMBL1045,Phthalic Acid,
CHEMBL1046,0,0.07262621707590268,0.06950257078783528,0.0007248633795227397,0.3703406938273876,0.02210996757885957,0.02691949764141963,Type III: Broad-spectrum,13.491414,5.765231,CHEMBL1046,Aminocaproic Acid,4.0
CHEMBL1047,0,0.14006815674782436,0.07785073927392283,0.0009308100511783156,0.3807766794585719,0.059649112252756216,0.05195298537173138,Type III: Broad-spectrum,11.529246,7.0740933,CHEMBL1047,Tocopherol Acetate,
CHEMBL104815,1,0.19065696418516834,0.08984347307080645,0.0010266297261106898,0.327337848571241,0.2532496442013106,0.23221506048461626,Type II: Moderate poly-target,1.9660969,1.5158416,CHEMBL104815,Chembl104815,
CHEMBL104829,2,0.2643676313521596,0.3073802428942596,0.006014842469252631,0.572748557171976,0.1621936951844801,0.13849056853734168,Type I: Highly Selective,1.9242182,8.62787,CHEMBL104829,"Furo[2,3D]Pyrimidine Antifolate",
CHEMBL104937,0,0.0921015985935037,0.0827482891043236,0.0010373669105043066,0.11895719371934299,0.01505534334270267,0.013811852219518668,Type III: Broad-spectrum,12.264304,0.7445405,CHEMBL104937,Chembl104937,
CHEMBL104943,0,0.047863277150725914,0.06427619754006932,0.0005586751228381762,0.13894098666232696,0.036468544443474006,0.04620544037448876,Type III: Broad-spectrum,13.979446,0.024011992,CHEMBL104943,Monoethanolamine,2.0
CHEMBL104966,0,0.14303171443573248,0.1218104176840949,0.0015634609318475464,0.38828811315826345,0.054517065420033456,0.05010591561792857,Type III: Broad-spectrum,10.439706,7.8335395,CHEMBL104966,Chembl104966,
CHEMBL105,0,0.09923737864128386,0.049908474244263236,0.0004211256657613679,0.07213798483279525,0.06869086594529694,0.061305799166220684,Type III: Broad-spectrum,11.068019,-0.92106104,CHEMBL105,Mitomycin,4.0
CHEMBL105060,2,0.22749134664705684,0.24582795077858657,0.005229251112478812,0.43956862712753175,0.12141815922298625,0.09941740724321495,Type I: Highly Selective,2.7627301,7.7935915,CHEMBL105060,Dnk333,2.0
CHEMBL1051,2,0.1781457491096149,0.17922085849881664,0.002436246782936978,0.31084148281556107,0.11899108326413718,0.10612267153394207,Type I: Highly Selective,4.4975777,5.295733,CHEMBL1051,Latanoprost,4.0
CHEMBL105184,0,0.09950628047654797,0.037609715746801796,0.0003631113515379385,0.37755965999241314,0.03570344429309843,0.03505749896038635,Type III: Broad-spectrum,13.177979,6.1040077,CHEMBL105184,Bifendate,1.0
CHEMBL105318,2,0.23143019712621365,0.3091743596406392,0.006097647195557217,0.3491310078901362,0.134211092735067,0.11618585222087806,Type I: Highly Selective,2.1025612,7.7428107,CHEMBL105318,Alovudine,2.0
CHEMBL1054,0,0.10554443432674793,0.09080441591439484,0.000999344661053404,0.28226517354896324,0.029663204450847438,0.028865002497249624,Type III: Broad-spectrum,12.594817,4.89261,CHEMBL1054,Trichlormethiazide,4.0
CHEMBL105442,0,0.10249871220147821,0.09610173550581359,0.0010154016205962614,0.2323947582709236,0.04782416634408594,0.04818023768224141,Type III: Broad-spectrum,12.327076,3.7148614,CHEMBL105442,Ci-1040,2.0
CHEMBL1055,0,0.14756738990153462,0.15122096439954225,0.0019833803552485743,0.3113209819735915,0.06157648185861704,0.05622908236473875,Type III: Broad-spectrum,7.2897854,5.4677258,CHEMBL1055,Chlorthalidone,4.0
CHEMBL105570,0,0.11726476424429644,0.09544227451969522,0.0011998978156751044,0.22920452217011295,0.01799967191234101,0.015672993474466285,Type III: Broad-spectrum,11.827774,3.8319056,CHEMBL105570,Chembl105570,
CHEMBL1057,0,0.10699643558594202,0.10062561937736203,0.001162210146341125,0.19712464281616301,0.015320831665169165,0.0139271499202806,Type III: Broad-spectrum,12.149059,2.7471216,CHEMBL1057,Chembl1057,
CHEMBL105720,2,0.1590458239993216,0.19426451288958063,0.003024140067812522,0.4100141828149658,0.045170713790995895,0.04279811369879048,Type I: Highly Selective,7.0190163,8.817154,CHEMBL105720,Chembl105720,
CHEMBL1059,0,0.09951667231018564,0.15635989058520092,0.00190825613511251,0.1567788283020697,0.015755925246137472,0.01619680887202189,Type III: Broad-spectrum,10.689786,3.1954992,CHEMBL1059,Pregabalin,4.0
CHEMBL106,0,0.10290785731206875,0.1364237748097584,0.0014753766599525057,0.13163336525747119,0.01572722861469311,0.015015652177215818,Type III: Broad-spectrum,11.193395,2.1189032,CHEMBL106,Fluconazole,4.0
CHEMBL1060,2,0.10284301735576415,0.11034844952993192,0.0014924812720795006,0.5453103060826316,0.01017695929734158,0.011982641912902641,Type I: Highly Selective,10.17661,9.541535,CHEMBL1060,Sodium Phosphate,4.0
CHEMBL106187,1,0.210675725196469,0.16333373488631647,0.003026638935637423,0.27967899344384467,0.20024229621610184,0.1639215034246194,Type II: Moderate poly-target,2.1859624,3.5252252,CHEMBL106187,Chembl106187,
CHEMBL1062,0,0.119047907215201,0.09209586700892859,0.0010449400647808184,0.20959337744944156,0.0198009193251928,0.016856309519754743,Type III: Broad-spectrum,11.943168,2.991774,CHEMBL1062,Hydroxyprogesterone,2.0
CHEMBL106247,1,0.2142981532975906,0.122861237761229,0.0024420038086628145,0.21573011873219536,0.28004598559195604,0.23226138777085673,Type II: Moderate poly-target,0.7195371,1.5927522,CHEMBL106247,Chembl106247,
CHEMBL106258,2,0.13049804229103504,0.20070203305413514,0.0030767307873842196,0.3179616558073052,0.015239034400889412,0.015510774535032846,Type I: Highly Selective,7.8912287,7.5217457,CHEMBL106258,Aminorex,2.0
CHEMBL1064,0,0.09437381163070521,0.06105492096885965,0.0005417036805443957,0.13870471874953774,0.060927214340277,0.05852440011932549,Type III: Broad-spectrum,10.815654,-0.342303,CHEMBL1064,Simvastatin,4.0
CHEMBL106502,0,0.1350058987648078,0.13389616731836929,0.0016739954842541751,0.15704688584824836,0.03548247668243256,0.029619239228469357,Type III: Broad-spectrum,9.573025,3.179848,CHEMBL106502,Alamifovir,2.0
CHEMBL106525,1,0.1985443519933554,0.1353644557155304,0.0016945912334405224,0.12641838492330448,0.2952828634627751,0.26913819886992735,Type II: Moderate poly-target,0.6216249,0.8757644,CHEMBL106525,Gnf-Pf-3427,
CHEMBL1066,0,0.14948797691099075,0.14454261570770954,0.002012951942014745,0.18832568415993445,0.07508389586000765,0.06408459698428548,Type III: Broad-spectrum,7.5779405,3.289454,CHEMBL1066,"(R,R)-Tramadol",
CHEMBL1067,2,0.13708300079716387,0.19673951460945133,0.0029676110406310113,0.32029429061529824,0.01959811110208273,0.019198364174107273,Type I: Highly Selective,7.8416753,7.4899087,CHEMBL1067,Licarbazepine,3.0
CHEMBL106708,0,0.1199793594958388,0.16495463042199757,0.0021354012468164005,0.15409344093032096,0.09876960308570645,0.10826093921477874,Type III: Broad-spectrum,6.8091054,2.0396755,CHEMBL106708,Chembl106708,
CHEMBL1068,0,0.11292274671231199,0.1509511319930241,0.0020304983738961575,0.2951052017764113,0.01690969554779651,0.017294101994275567,Type III: Broad-spectrum,10.429272,5.7345414,CHEMBL1068,Oxcarbazepine,4.0
CHEMBL106803,0,0.13177657505460427,0.06030159646921357,0.0005983690810216136,0.20069174576725435,0.13914608271548815,0.12847003205357163,Type III: Broad-spectrum,5.9729953,0.46476927,CHEMBL106803,Chembl106803,
CHEMBL1069,2,0.20342286644796417,0.2166708455742251,0.003627993354235958,0.278044224433386,0.13725554017802258,0.11472151671085476,Type I: Highly Selective,2.9916153,5.705931,CHEMBL1069,Valsartan,4.0
CHEMBL107,2,0.2037596673092503,0.21846501893710643,0.00437395182220063,0.465342765877486,0.07455255616533722,0.062205567420094574,Type I: Highly Selective,3.895569,8.864819,CHEMBL107,Colchicine,4.0
CHEMBL1070,1,0.12911158944665968,0.05538857539553182,0.000438965837318416,0.061531054192869625,0.2341039698675728,0.24432502917947138,Type II: Moderate poly-target,3.1985445,-0.4380689,CHEMBL1070,Nabumetone,4.0
CHEMBL1071,0,0.12210135051946194,0.1320741948297637,0.0017395151227189809,0.35864983198078787,0.014466151814806849,0.013964312342096398,Type III: Broad-spectrum,10.756462,7.0350685,CHEMBL1071,Oxaprozin,4.0
CHEMBL1072,1,0.28470439268696235,0.12109713891451017,0.0014301922378226943,0.12304150658718242,0.589279734307491,0.5469145341749126,Type II: Moderate poly-target,-2.8343973,0.749414,CHEMBL1072,Bumetanide,4.0
CHEMBL107201,2,0.15044894649149493,0.19925815732900515,0.00275347882937258,0.28016723723319786,0.0632453700504115,0.060979652981111236,Type I: Highly Selective,6.444706,6.186872,CHEMBL107201,Chembl107201,
CHEMBL107251,2,0.1658305362853641,0.19812370042828528,0.002766919649329797,0.27735613223245303,0.13112933803825397,0.13138588157577774,Type I: Highly Selective,4.8760056,4.518077,CHEMBL107251,1400W,
CHEMBL1073,0,0.1400665077617005,0.09193976284101463,0.0010192795237841934,0.2740267947098603,0.15022732979752082,0.15003946775378924,Type III: Broad-spectrum,5.2373867,1.3588209,CHEMBL1073,Glipizide,4.0
CHEMBL107316,0,0.10634768434874925,0.0732012402985967,0.0007810179258670309,0.21639012209091,0.021427263462368253,0.019069232361885076,Type III: Broad-spectrum,12.849747,2.4095268,CHEMBL107316,Chembl107316,
CHEMBL107360,0,0.11778092969896757,0.12709032413862115,0.001407825014921755,0.1939451020750191,0.021598115324808504,0.0195071474352134,Type III: Broad-spectrum,10.490912,3.6435058,CHEMBL107360,Quinupramine,2.0
CHEMBL107367,2,0.1761722159995839,0.20512602555363457,0.003410592020898447,0.4967093310305077,0.03269526190021076,0.029379918188198816,Type I: Highly Selective,5.773067,10.060651,CHEMBL107367,Farglitazar,2.0
CHEMBL107400,1,0.3103750426299223,0.10156710941355832,0.0018218726585138225,0.06382497343763331,0.6214439118917866,0.4751011518014986,Type II: Moderate poly-target,-2.836319,0.84355605,CHEMBL107400,Sobetirome,2.0
CHEMBL107430,2,0.1493926882175896,0.18789890802597964,0.0029077288968398316,0.30003700594243593,0.03264509088091564,0.02964485573040577,Type I: Highly Selective,7.457738,6.827448,CHEMBL107430,Nrx195183,2.0
CHEMBL107498,0,0.11065061949338781,0.09753773818860802,0.0012122880765889283,0.35061722356458797,0.025914361211134176,0.025619268798802438,Type III: Broad-spectrum,11.857728,6.5570884,CHEMBL107498,Decanoic Acid,
CHEMBL1075,2,0.1465283285660295,0.18142132026555846,0.00260417232692873,0.34327627151150736,0.016161877692164758,0.014675438965574855,Type I: Highly Selective,8.210876,7.663516,CHEMBL1075,Moricizine,4.0
CHEMBL1075733,0,0.08775034986185525,0.07489539210506575,0.0007539579708791815,0.22588046154459446,0.024268078834153408,0.02445129353139544,Type III: Broad-spectrum,13.438331,2.6432512,CHEMBL1075733,Valnoctamide,3.0
CHEMBL1075788,0,0.1319740667415728,0.08520743211162386,0.0010578209465695937,0.49024198697558763,0.06521519714484504,0.0651585509446536,Type III: Broad-spectrum,9.943063,9.546538,CHEMBL1075788,Chembl1075788,
CHEMBL1075790,0,0.12168395467566055,0.09292451091875689,0.001039924642703274,0.3023215634034447,0.055211682493024335,0.05203100529963594,Type III: Broad-spectrum,12.137609,5.523211,CHEMBL1075790,Peruvoside,-1.0
CHEMBL1075834,0,0.12188781955682704,0.07971599429229109,0.0011553151291792262,0.20303604511790993,0.075225914254195,0.06773844830376376,Type III: Broad-spectrum,8.885172,0.44777825,CHEMBL1075834,Shp-627,2.0
CHEMBL1076211,1,0.18682401575051394,0.13764354257919897,0.001565349503991952,0.141934775546943,0.28128338190301355,0.27369469611225405,Type II: Moderate poly-target,1.330253,0.6609944,CHEMBL1076211,Tolperisone,3.0
CHEMBL1076257,2,0.1746629155333188,0.3104545670117616,0.005915131988247451,0.37101869436049884,0.0024682711168825034,0.0023676833244723927,Type I: Highly Selective,4.878317,8.983962,CHEMBL1076257,Chembl1076257,
CHEMBL1076263,1,0.2228326229174458,0.14664404813101237,0.0033806131154934427,0.24071772680580839,0.26832401998087213,0.219532982853319,Type II: Moderate poly-target,0.78262454,2.0039675,CHEMBL1076263,Setrobuvir,2.0
CHEMBL1076347,0,0.08455964180364563,0.12051753225395767,0.001284278837360083,0.18145994976501345,0.0014202578856574188,0.0014777410925582595,Type III: Broad-spectrum,12.181416,2.3616743,CHEMBL1076347,Triclocarban,4.0
