,query,matched,score,ModelID,StrippedCellLineName
437,NCI-H1623,NCIH1623,94.11764705882354,ACH-000744,NCIH1623
438,NCI-H1693,NCIH1693,94.11764705882354,ACH-000021,NCIH1693
439,NCI-H2085,NCIH2085,94.11764705882354,ACH-000451,NCIH2085
440,NCI-H2170,NCIH2170,94.11764705882354,ACH-000481,NCIH2170
441,NCI-H2228,NCIH2228,94.11764705882354,ACH-000447,NCIH2228
442,NCI-H2342,NCIH2342,94.11764705882354,ACH-000951,NCIH2342
443,NCI-H2347,NCIH2347,94.11764705882354,ACH-000875,NCIH2347
444,NCI-H2405,NCIH2405,94.11764705882354,ACH-000121,NCIH2405
445,NCI-H661,NCIH661,93.33333333333333,ACH-000853,NCIH661
446,DMS-273,DMS273,92.3076923076923,ACH-000749,DMS273
447,NCI-H1048,NCIH1048,94.11764705882354,ACH-000866,NCIH1048
448,NCI-H2029,NCIH2029,94.11764705882354,ACH-000298,NCIH2029
449,NCI-H2052,NCIH2052,94.11764705882354,ACH-000153,NCIH2052
450,SBC-5,SBC5,88.88888888888889,ACH-000670,SBC5
451,LU-135,LU135,90.9090909090909,ACH-001549,LU135
452,SK-N-SH,SKNSH,83.33333333333333,ACH-000149,SKNSH
453,NCI-H2030,NCIH2030,94.11764705882354,ACH-000521,NCIH2030
454,NCI-H2122,NCIH2122,94.11764705882354,ACH-000311,NCIH2122
455,NCI-H1734,NCIH1734,94.11764705882354,ACH-000675,NCIH1734
456,NCI-H650,NCIH650,93.33333333333333,ACH-000945,NCIH650
457,T24,T24,100.0,ACH-000018,T24
458,SK-N-AS,SKNAS,83.33333333333333,ACH-000260,SKNAS
459,NCI-H2087,NCIH2087,94.11764705882354,ACH-000841,NCIH2087
460,UM-UC-3,UMUC3,83.33333333333333,ACH-000522,UMUC3
461,SW756,SW756,100.0,ACH-001402,SW756
462,NCI-H727,NCIH727,93.33333333333333,ACH-000775,NCIH727
463,NCI-H1792,NCIH1792,94.11764705882354,ACH-000496,NCIH1792
464,HPAF-II,HPAFII,92.3076923076923,ACH-000094,HPAFII
465,MIA-PaCa-2,,,,
466,NCI-H2009,NCIH2009,94.11764705882354,ACH-000886,NCIH2009
467,NCI-H2291,NCIH2291,94.11764705882354,ACH-000718,NCIH2291
468,SW1573,SW1573,100.0,ACH-000677,SW1573
469,HCC1954,HCC1954,100.0,ACH-000859,HCC1954
470,HCC1395,HCC1395,100.0,ACH-000699,HCC1395
471,HCC1937,HCC1937,100.0,ACH-000223,HCC1937
472,HCC38,HCC38,100.0,ACH-000276,HCC38
473,BEN,BEN,100.0,ACH-000603,BEN
474,BHY,BHY,100.0,ACH-000548,BHY
475,Ca9-22,,,,
476,CAL-12T,CAL12T,92.3076923076923,ACH-000826,CAL12T
477,CAL-33,CAL33,90.9090909090909,ACH-000518,CAL33
478,CP50-MEL-B,CP50MELB,88.88888888888889,ACH-002096,CP50MELB
479,EBC-1,EBC1,88.88888888888889,ACH-000563,EBC1
480,EPLC-272H,EPLC272H,94.11764705882354,ACH-000585,EPLC272H
481,HO-1-u-1,,,,
482,HSC-2,HSC2,88.88888888888889,ACH-000472,HSC2
483,J82,J82,100.0,ACH-000396,J82
484,KOSC-2,KOSC2,90.9090909090909,ACH-001543,KOSC2
485,KP-4,KP4,85.71428571428571,ACH-000265,KP4
486,KYSE-140,KYSE140,93.33333333333333,ACH-000823,KYSE140
487,KYSE-410,KYSE410,93.33333333333333,ACH-000809,KYSE410
488,KYSE-520,KYSE520,93.33333333333333,ACH-000637,KYSE520
489,KYSE-70,KYSE70,92.3076923076923,ACH-000784,KYSE70
490,LCLC-103H,LCLC103H,94.11764705882354,ACH-000627,LCLC103H
491,NCI-H1563,NCIH1563,94.11764705882354,ACH-000892,NCIH1563
492,NCI-H292,NCIH292,93.33333333333333,ACH-001075,NCIH292
493,PC-14,PC14,88.88888888888889,ACH-000030,PC14
494,SBC-3,SBC3,88.88888888888889,ACH-002197,SBC3
495,CAPAN-1,CAPAN1,92.3076923076923,ACH-000354,CAPAN1
496,OVCAR-3,,,,
497,PC-3,PC3,85.71428571428571,ACH-000090,PC3
498,DU-145,DU145,90.9090909090909,ACH-000979,DU145
499,HCT-116,HCT116,92.3076923076923,ACH-000971,HCT116
500,HCT-15,HCT15,90.9090909090909,ACH-000997,HCT15
501,HT-29,HT29,88.88888888888889,ACH-000552,HT29
502,NCI-H460,NCIH460,93.33333333333333,ACH-000463,NCIH460
503,NCI-H522,NCIH522,93.33333333333333,ACH-000343,NCIH522
504,T47D,T47D,100.0,ACH-000147,T47D
505,MCF7,MCF7,100.0,ACH-000019,MCF7
506,786-0,,,,
507,A549,A549,100.0,ACH-000681,A549
508,ACHN,ACHN,100.0,ACH-000046,ACHN
509,BT-549,BT549,90.9090909090909,ACH-000288,BT549
510,SK-MEL-28,SKMEL28,87.5,ACH-000615,SKMEL28
511,SK-MEL-5,SKMEL5,85.71428571428571,ACH-000730,SKMEL5
512,Hs-578-T,,,,
513,SK-OV-3,SKOV3,83.33333333333333,ACH-000811,SKOV3
514,MDA-MB-231,MDAMB231,88.88888888888889,ACH-000768,MDAMB231
515,COLO-205,COLO205,93.33333333333333,ACH-001039,COLO205
516,SW620,SW620,100.0,ACH-000651,SW620
517,CAKI-1,CAKI1,90.9090909090909,ACH-000433,CAKI1
518,IGROV-1,IGROV1,92.3076923076923,ACH-000966,IGROV1
519,OVCAR-5,OVCAR5,92.3076923076923,ACH-001151,OVCAR5
520,HOP-92,HOP92,90.9090909090909,ACH-000825,HOP92
521,M14,M14,100.0,ACH-002159,M14
522,UACC-62,UACC62,92.3076923076923,ACH-000425,UACC62
523,SN12C,SN12C,100.0,ACH-002199,SN12C
524,U031,,,,
525,U251,U251MG,80.0,ACH-000232,U251MG
526,SF295,SF295,100.0,ACH-000376,SF295
527,OVCAR-8,OVCAR8,92.3076923076923,ACH-000696,OVCAR8
528,BxPC-3,,,,
529,BHT-101,BHT101,92.3076923076923,ACH-000191,BHT101
530,AGS,AGS,100.0,ACH-000880,AGS
531,ABC-1,ABC1,88.88888888888889,ACH-000528,ABC1
532,A2058,A2058,100.0,ACH-000788,A2058
533,A375,A375,100.0,ACH-000219,A375
534,8305C,8305C,100.0,ACH-001306,8305C
535,647-V,647V,88.88888888888889,ACH-000896,647V
536,639-V,639V,88.88888888888889,ACH-000973,639V
537,BT-20,BT20,88.88888888888889,ACH-000536,BT20
538,A2780,A2780,100.0,ACH-000657,A2780
539,COR-L105,CORL105,93.33333333333333,ACH-000161,CORL105
540,COLO-792,COLO792,93.33333333333333,ACH-000968,COLO792
541,COLO-680N,COLO680N,94.11764705882354,ACH-000717,COLO680N
542,COLO-679,COLO679,93.33333333333333,ACH-000805,COLO679
543,CHP-212,CHP212,92.3076923076923,ACH-000120,CHP212
544,CFPAC-1,CFPAC1,92.3076923076923,ACH-000138,CFPAC1
545,Ca-Ski,,,,
546,Caov-3,,,,
547,CAL-120,CAL120,92.3076923076923,ACH-000212,CAL120
548,CAL-72,CAL72,90.9090909090909,ACH-001715,CAL72
549,CAL-62,CAL62,90.9090909090909,ACH-000174,CAL62
550,C32,C32,100.0,ACH-000580,C32
551,Daoy,,,,
552,DBTRG-05MG,DBTRG05MG,94.73684210526315,ACH-000863,DBTRG05MG
553,Detroit562,,,,
554,DK-MG,DKMG,88.88888888888889,ACH-000244,DKMG
555,DoTc2-4510,,,,
556,ECC10,ECC10,100.0,ACH-000560,ECC10
557,EFM-19,EFM19,90.9090909090909,ACH-000330,EFM19
558,EFO-27,EFO27,90.9090909090909,ACH-000936,EFO27
559,FADU,FADU,100.0,ACH-000846,FADU
560,FTC-133,FTC133,92.3076923076923,ACH-000903,FTC133
561,G-361,G361,88.88888888888889,ACH-000572,G361
562,GAMG,GAMG,100.0,ACH-000098,GAMG
563,GCT,GCT,100.0,ACH-000835,GCT
564,ESS-1,ESS1,88.88888888888889,ACH-000913,ESS1
565,H4,H4,100.0,ACH-000389,H4
566,HCC1419,HCC1419,100.0,ACH-000277,HCC1419
567,HCC1569,HCC1569,100.0,ACH-000930,HCC1569
568,HCC1806,HCC1806,100.0,ACH-000624,HCC1806
569,HCC70,HCC70,100.0,ACH-000668,HCC70
570,HEC-1,HEC1,88.88888888888889,ACH-001517,HEC1
571,HGC-27,HGC27,90.9090909090909,ACH-000847,HGC27
572,HLE,HLE,100.0,ACH-001089,HLE
573,HMV-II,HMVII,90.9090909090909,ACH-002040,HMVII
574,HOS,HOS,100.0,ACH-000613,HOS
575,HSC-3,HSC3,88.88888888888889,ACH-000778,HSC3
576,HSC-4,HSC4,88.88888888888889,ACH-000546,HSC4
577,HT-1080,HT1080,92.3076923076923,ACH-000054,HT1080
578,HT-1197,HT1197,92.3076923076923,ACH-000547,HT1197
579,HT-1376,HT1376,92.3076923076923,ACH-000724,HT1376
580,HT-3,HT3,85.71428571428571,ACH-001525,HT3
581,HuCCT1,HUCCT1,83.33333333333333,ACH-000976,HUCCT1
582,HuH-7,,,,
583,HuO9,,,,
584,IGR-1,IGR1,88.88888888888889,ACH-000882,IGR1
585,IPC-298,IPC298,92.3076923076923,ACH-000915,IPC298
586,JEG-3,JEG3,88.88888888888889,ACH-001530,JEG3
587,HuP-T3,,,,
588,HuP-T4,,,,
589,HT55,HT55,100.0,ACH-000926,HT55
590,HT-115,HT115,90.9090909090909,ACH-000986,HT115
591,GP5d,,,,
592,DMS-53,DMS53,90.9090909090909,ACH-000698,DMS53
593,G-402,G402,88.88888888888889,ACH-000375,G402
594,G-401,G401,88.88888888888889,ACH-000096,G401
595,KU-19-19,KU1919,85.71428571428571,ACH-000486,KU1919
596,KYSE-150,KYSE150,93.33333333333333,ACH-000855,KYSE150
597,KYSE-180,KYSE180,93.33333333333333,ACH-000693,KYSE180
598,KYSE-270,KYSE270,93.33333333333333,ACH-000873,KYSE270
599,KYSE-450,KYSE450,93.33333333333333,ACH-000865,KYSE450
600,KYSE-510,KYSE510,93.33333333333333,ACH-000824,KYSE510
601,LoVo,,,,
602,LU-99A,LU99A,90.9090909090909,ACH-002158,LU99A
603,MC-IXC,MCIXC,90.9090909090909,ACH-002160,MCIXC
604,MDA-MB-175-VII,MDAMB175VII,88.0,ACH-000759,MDAMB175VII
605,MDA-MB-361,MDAMB361,88.88888888888889,ACH-000934,MDAMB361
606,MDA-MB-453,MDAMB453,88.88888888888889,ACH-000910,MDAMB453
607,MDA-MB-468,MDAMB468,88.88888888888889,ACH-000849,MDAMB468
608,MEL-HO,MELHO,90.9090909090909,ACH-000450,MELHO
609,MEL-JUSO,MELJUSO,93.33333333333333,ACH-000881,MELJUSO
610,MES-SA,MESSA,90.9090909090909,ACH-000449,MESSA
611,Mewo,,,,
612,MFE-280,MFE280,92.3076923076923,ACH-000192,MFE280
613,MFE-296,MFE296,92.3076923076923,ACH-000879,MFE296
614,MG-63,MG63,88.88888888888889,ACH-000359,MG63
615,MHH-ES-1,MHHES1,85.71428571428571,ACH-000391,MHHES1
616,MKN1,MKN1,100.0,ACH-000351,MKN1
617,MKN28,MKN28,100.0,ACH-002161,MKN28
618,MOG-G-CCM,MOGGCCM,87.5,ACH-001125,MOGGCCM
619,MOG-G-UVW,MOGGUVW,87.5,ACH-001126,MOGGUVW
620,NCI-H520,NCIH520,93.33333333333333,ACH-000395,NCIH520
621,NUGC-3,NUGC3,90.9090909090909,ACH-000911,NUGC3
622,NCI-H596,NCIH596,93.33333333333333,ACH-000628,NCIH596
623,NCI-H441,NCIH441,93.33333333333333,ACH-000638,NCIH441
624,NCI-H2452,NCIH2452,94.11764705882354,ACH-000092,NCIH2452
625,NCI-H1793,NCIH1793,94.11764705882354,ACH-000888,NCIH1793
626,NCI-H358,NCIH358,93.33333333333333,ACH-000860,NCIH358
627,NCI-H28,NCIH28,92.3076923076923,ACH-000648,NCIH28
628,NCI-H1573,NCIH1573,94.11764705882354,ACH-000916,NCIH1573
629,NCI-H1703,NCIH1703,94.11764705882354,ACH-000747,NCIH1703
630,NCI-H1755,NCIH1755,94.11764705882354,ACH-000282,NCIH1755
631,NCI-H1993,NCIH1993,94.11764705882354,ACH-001137,NCIH1993
632,P12-ICHIKAWA,P12ICHIKAWA,95.65217391304348,ACH-000372,P12ICHIKAWA
633,PA-1,PA1,85.71428571428571,ACH-001374,PA1
634,OC-314,OC314,90.9090909090909,ACH-000962,OC314
635,RCM-1,RCM1,88.88888888888889,ACH-000565,RCM1
636,RD,RD,100.0,ACH-000169,RD
637,RMG-I,RMGI,88.88888888888889,ACH-000719,RMGI
638,RT-112,RT112,90.9090909090909,ACH-000473,RT112
639,RVH-421,RVH421,92.3076923076923,ACH-000614,RVH421
640,Saos-2,,,,
641,SAS,SAS,100.0,ACH-002029,SAS
642,SJRH30,SJRH30,100.0,ACH-001189,SJRH30
643,SK-HEP-1,SKHEP1,85.71428571428571,ACH-000361,SKHEP1
644,SK-LU-1,SKLU1,83.33333333333333,ACH-000309,SKLU1
645,SK-MEL-3,SKMEL3,85.71428571428571,ACH-000423,SKMEL3
646,SK-MEL-24,SKMEL24,87.5,ACH-000822,SKMEL24
647,SK-MEL-30,SKMEL30,87.5,ACH-000810,SKMEL30
648,SK-MES-1,SKMES1,85.71428571428571,ACH-000665,SKMES1
649,SK-MG-1,SKMG1,83.33333333333333,ACH-002304,SKMG1
650,SNG-M,SNGM,88.88888888888889,ACH-000974,SNGM
651,SNU-387,SNU387,92.3076923076923,ACH-000478,SNU387
652,SNU-423,SNU423,92.3076923076923,ACH-000493,SNU423
653,SNU-449,SNU449,92.3076923076923,ACH-000420,SNU449
654,SNU-475,SNU475,92.3076923076923,ACH-000422,SNU475
655,SW13,SW13,100.0,ACH-001401,SW13
656,SW1088,SW1088,100.0,ACH-000437,SW1088
657,SW1417,SW1417,100.0,ACH-000236,SW1417
658,SW1463,SW1463,100.0,ACH-000470,SW1463
659,SW1710,SW1710,100.0,ACH-000566,SW1710
660,SW1783,SW1783,100.0,ACH-000883,SW1783
661,SW48,SW48,100.0,ACH-000958,SW48
662,SW626,SW626,100.0,ACH-001399,SW626
663,SW837,SW837,100.0,ACH-000421,SW837
664,SW948,SW948,100.0,ACH-000680,SW948
665,T84,T84,100.0,ACH-000381,T84
666,TGBC11TKB,TGBC11TKB,100.0,ACH-000949,TGBC11TKB
667,TYK-nu,,,,
668,U-2-OS,U2OS,80.0,ACH-000364,U2OS
669,UACC-893,UACC893,93.33333333333333,ACH-000554,UACC893
670,UMC-11,UMC11,90.9090909090909,ACH-001417,UMC11
671,VMRC-RCZ,VMRCRCZ,93.33333333333333,ACH-000171,VMRCRCZ
672,YAPC,YAPC,100.0,ACH-000332,YAPC
673,YH-13,YH13,88.88888888888889,ACH-000469,YH13
674,ZR-75-30,ZR7530,85.71428571428571,ACH-000828,ZR7530
675,HuO-3N1,,,,
676,OE19,OE19,100.0,ACH-000679,OE19
677,NCI-H838,NCIH838,93.33333333333333,ACH-000416,NCIH838
678,OAW-42,OAW42,90.9090909090909,ACH-000704,OAW42
679,OE33,OE33,100.0,ACH-000383,OE33
680,COLO-678,COLO678,93.33333333333333,ACH-000350,COLO678
681,LN-405,LN405,90.9090909090909,ACH-002268,LN405
682,BFTC-909,BFTC909,93.33333333333333,ACH-000792,BFTC909
683,SCC-25,SCC25,90.9090909090909,ACH-000188,SCC25
684,AsPC-1,,,,
685,AU565,AU565,100.0,ACH-000248,AU565
686,AN3-CA,AN3CA,90.9090909090909,ACH-000940,AN3CA
687,A204,A204,100.0,ACH-000201,A204
688,NY,NY,100.0,ACH-002178,NY
689,C3A,C3A,100.0,ACH-001021,C3A
690,A427,A427,100.0,ACH-000757,A427
691,CAL-85-1,CAL851,85.71428571428571,ACH-000857,CAL851
692,CHL-1,CHL1,88.88888888888889,ACH-001024,CHL1
693,NCI-H1651,NCIH1651,94.11764705882354,ACH-000893,NCIH1651
694,RPMI-7951,RPMI7951,94.11764705882354,ACH-000348,RPMI7951
695,SCC-4,SCC4,88.88888888888889,ACH-000238,SCC4
696,SW1990,SW1990,100.0,ACH-000155,SW1990
697,CAPAN-2,CAPAN2,92.3076923076923,ACH-000107,CAPAN2
698,CAL-27,CAL27,90.9090909090909,ACH-000832,CAL27
699,769-P,769P,88.88888888888889,ACH-000411,769P
700,23132-87,2313287,93.33333333333333,ACH-000948,2313287
701,A431,A431,100.0,ACH-001328,A431
702,BFTC-905,BFTC905,93.33333333333333,ACH-000802,BFTC905
703,CAL-51,CAL51,90.9090909090909,ACH-000856,CAL51
704,RERF-LC-MS,RERFLCMS,88.88888888888889,ACH-000062,RERFLCMS
705,DOK,DOK,100.0,ACH-002234,DOK
706,CAL-54,CAL54,90.9090909090909,ACH-000457,CAL54
707,EFO-21,EFO21,90.9090909090909,ACH-000308,EFO21
708,22RV1,22RV1,100.0,ACH-000956,22RV1
709,8505C,8505C,100.0,ACH-001307,8505C
710,B-CPAP,BCPAP,90.9090909090909,ACH-000456,BCPAP
711,BPH-1,BPH1,88.88888888888889,ACH-001453,BPH1
712,CAL-39,CAL39,90.9090909090909,ACH-002091,CAL39
713,CaR-1,,,,
714,HO-1-N-1,,,,
715,HTC-C3,HTCC3,90.9090909090909,ACH-001350,HTCC3
716,MDA-MB-415,MDAMB415,88.88888888888889,ACH-000876,MDAMB415
717,MKN7,MKN7,100.0,ACH-000678,MKN7
718,MDA-MB-157,MDAMB157,88.88888888888889,ACH-000621,MDAMB157
719,MKN45,MKN45,100.0,ACH-000356,MKN45
720,NCI-H810,NCIH810,93.33333333333333,ACH-000789,NCIH810
721,PANC-03-27,PANC0327,88.88888888888889,ACH-000139,PANC0327
722,PANC-08-13,PANC0813,88.88888888888889,ACH-000417,PANC0813
723,PANC-10-05,PANC1005,88.88888888888889,ACH-000060,PANC1005
724,RO82-W-1,RO82W1,85.71428571428571,ACH-001384,RO82W1
725,SiHa,,,,
726,SKG-IIIa,SKGIIIA,80.0,ACH-002020,SKGIIIA
727,TT,TT,100.0,ACH-001321,TT
728,VMRC-MELG,VMRCMELG,94.11764705882354,ACH-001704,VMRCMELG
729,OAW-28,OAW28,90.9090909090909,ACH-000116,OAW28
730,LCLC-97TM1,LCLC97TM1,94.73684210526315,ACH-000596,LCLC97TM1
731,D-423MG,D423MG,92.3076923076923,ACH-002228,D423MG
732,D-566MG,D566MG,92.3076923076923,ACH-002231,D566MG
733,CAMA-1,CAMA1,90.9090909090909,ACH-000783,CAMA1
734,Caov-4,,,,
735,BT-483,BT483,90.9090909090909,ACH-000818,BT483
736,M059J,M059J,100.0,ACH-001118,M059J
737,EW-7,EW7,85.71428571428571,ACH-002119,EW7
738,LS-180,LS180,90.9090909090909,ACH-000957,LS180
739,BICR22,BICR22,100.0,ACH-000794,BICR22
740,BICR78,BICR78,100.0,ACH-001332,BICR78
741,CCK-81,CCK81,90.9090909090909,ACH-000963,CCK81
742,COLO-783,COLO783,93.33333333333333,ACH-000812,COLO783
743,EN,EN,100.0,ACH-000978,EN
744,FU-OV-1,FUOV1,83.33333333333333,ACH-000574,FUOV1
745,G-MEL,GMEL,88.88888888888889,ACH-002121,GMEL
746,HARA,HARA,100.0,ACH-000843,HARA
747,HCC-15,HCC15,90.9090909090909,ACH-000878,HCC15
748,HCC-44,HCC44,90.9090909090909,ACH-000667,HCC44
749,HCC-827,HCC827,92.3076923076923,ACH-000012,HCC827
750,Hep3B2-1-7,,,,
751,Hs-633T,,,,
752,Hs-683,,,,
753,IGR-37,IGR37,90.9090909090909,ACH-000650,IGR37
754,IHH-4,IHH4,88.88888888888889,ACH-001528,IHH4
755,IM-95,IM95,88.88888888888889,ACH-000919,IM95
756,JHH-2,JHH2,88.88888888888889,ACH-000577,JHH2
757,JHH-4,JHH4,88.88888888888889,ACH-000476,JHH4
758,JHH-6,JHH6,88.88888888888889,ACH-000217,JHH6
759,JHH-7,JHH7,88.88888888888889,ACH-000848,JHH7
760,JHU-011,JHU011,92.3076923076923,ACH-002249,JHU011
761,JHU-022,JHU022,92.3076923076923,ACH-002250,JHU022
762,KYSE-220,KYSE220,93.33333333333333,ACH-002263,KYSE220
763,LN-18,LN18,88.88888888888889,ACH-000819,LN18
764,LN-229,LN229,90.9090909090909,ACH-000595,LN229
765,LNZTA3WT4,LNZTA3WT4,100.0,ACH-002269,LNZTA3WT4
766,MDA-MB-436,MDAMB436,88.88888888888889,ACH-000573,MDAMB436
767,MFE-319,MFE319,92.3076923076923,ACH-000988,MFE319
768,ML-1,ML1,85.71428571428571,ACH-000058,ML1
769,MS751,MS751,100.0,ACH-001360,MS751
770,NCI-H1915,NCIH1915,94.11764705882354,ACH-000434,NCIH1915
771,NCI-H1944,NCIH1944,94.11764705882354,ACH-000414,NCIH1944
772,NCI-H196,NCIH196,93.33333333333333,ACH-000752,NCIH196
773,NCI-H2023,NCIH2023,94.11764705882354,ACH-000781,NCIH2023
774,NCI-H3122,NCIH3122,94.11764705882354,ACH-000337,NCIH3122
775,NCI-H647,NCIH647,93.33333333333333,ACH-000378,NCIH647
776,NCI-H841,NCIH841,93.33333333333333,ACH-000292,NCIH841
777,OSC-20,OSC20,90.9090909090909,ACH-001626,OSC20
778,OV-90,OV90,88.88888888888889,ACH-000291,OV90
779,OVISE,OVISE,100.0,ACH-000527,OVISE
780,OVKATE,OVKATE,100.0,ACH-000443,OVKATE
781,OVMIU,OVMIU,100.0,ACH-002183,OVMIU
782,PA-TU-8988T,PATU8988T,90.0,ACH-000023,PATU8988T
783,PC-3_[JPC-3],,,,
784,PCI-15A,PCI15A,92.3076923076923,ACH-002294,PCI15A
785,PCI-38,PCI38,90.9090909090909,ACH-002296,PCI38
786,PCI-6A,PCI6A,90.9090909090909,ACH-002298,PCI6A
787,PE-CA-PJ15,PECAPJ15,88.88888888888889,ACH-000619,PECAPJ15
788,RERF-GC-1B,RERFGC1B,88.88888888888889,ACH-000144,RERFGC1B
789,RH-41,RH41,88.88888888888889,ACH-000100,RH41
790,SISO,SISO,100.0,ACH-001650,SISO
791,SKN,SKN,100.0,ACH-001655,SKN
792,SNU-398,SNU398,92.3076923076923,ACH-000221,SNU398
793,SU8686,SU8686,100.0,ACH-000114,SU8686
794,SUIT-2,SUIT2,90.9090909090909,ACH-000652,SUIT2
795,SW156,SW156,100.0,ACH-001398,SW156
796,TOV-21G,TOV21G,92.3076923076923,ACH-000885,TOV21G
797,TT2609-C02,TT2609C02,94.73684210526315,ACH-000716,TT2609C02
798,VMRC-RCW,VMRCRCW,93.33333333333333,ACH-000484,VMRCRCW
799,WM278,WM278,100.0,ACH-002206,WM278
800,H3255,H2595,80.0,ACH-002127,H2595
801,451Lu,451LU,80.0,ACH-001002,451LU
802,ASH-3,ASH3,88.88888888888889,ACH-001443,ASH3
803,BICR10,BICR10,100.0,ACH-001331,BICR10
804,BICR31,BICR31,100.0,ACH-000228,BICR31
805,CAL-29,CAL29,90.9090909090909,ACH-000142,CAL29
806,CAL-78,CAL78,90.9090909090909,ACH-000516,CAL78
807,CHSA0011,CHSA0011,100.0,ACH-002092,CHSA0011
808,CHSA0108,CHSA0108,100.0,ACH-002093,CHSA0108
809,CS1,CS1,100.0,ACH-002099,CS1
810,DAN-G,DANG,88.88888888888889,ACH-000243,DANG
811,EFM-192A,EFM192A,93.33333333333333,ACH-000117,EFM192A
812,FU97,FU97,100.0,ACH-000633,FU97
813,G-292-Clone-A141B1,,,,
814,HCC1428,HCC1428,100.0,ACH-000352,HCC1428
815,HCC202,HCC202,100.0,ACH-000725,HCC202
816,HCC-78,HCC78,90.9090909090909,ACH-000562,HCC78
817,HDQ-P1,HDQP1,90.9090909090909,ACH-000643,HDQP1
818,HeLa,,,,
819,HPAC,HPAC,100.0,ACH-000270,HPAC
820,Hs-766T,,,,
821,Hs-939-T,,,,
822,Hs-940-T,,,,
823,huH-1,,,,
824,JHH-1,JHH1,88.88888888888889,ACH-000620,JHH1
825,JHU-029,JHU029,92.3076923076923,ACH-002251,JHU029
826,JIMT-1,JIMT1,90.9090909090909,ACH-000711,JIMT1
827,K2,K2,100.0,ACH-002147,K2
828,KMH-2,KMH2,88.88888888888889,ACH-000815,KMH2
829,KMRC-1,KMRC1,90.9090909090909,ACH-000684,KMRC1
830,KMRC-20,KMRC20,92.3076923076923,ACH-000250,KMRC20
831,KON,KON,100.0,ACH-001542,KON
832,KP-1N,KP1N,88.88888888888889,ACH-001107,KP1N
833,KP-2,KP2,85.71428571428571,ACH-000281,KP2
834,KP-3,KP3,85.71428571428571,ACH-000108,KP3
835,KYSE-50,KYSE50,92.3076923076923,ACH-002264,KYSE50
836,LC-1-sq,,,,
837,LOU-NH91,LOUNH91,93.33333333333333,ACH-000176,LOUNH91
838,NCI-H1435,NCIH1435,94.11764705882354,ACH-000852,NCIH1435
839,NCI-H1568,NCIH1568,94.11764705882354,ACH-000869,NCIH1568
840,NCI-H1688,NCIH1688,94.11764705882354,ACH-002170,NCIH1688
841,NCI-H1781,NCIH1781,94.11764705882354,ACH-000379,NCIH1781
842,NCI-H2110,NCIH2110,94.11764705882354,ACH-000929,NCIH2110
843,NCI-H2172,NCIH2172,94.11764705882354,ACH-000924,NCIH2172
844,NCI-H2444,NCIH2444,94.11764705882354,ACH-000186,NCIH2444
845,NUGC-4,NUGC4,90.9090909090909,ACH-000674,NUGC4
846,OCUM-1,OCUM1,90.9090909090909,ACH-000247,OCUM1
847,OE21,OE21,100.0,ACH-000544,OE21
848,OSC-19,OSC19,90.9090909090909,ACH-001625,OSC19
849,OVTOKO,OVTOKO,100.0,ACH-000663,OVTOKO
850,PANC-02-03,PANC0203,88.88888888888889,ACH-000042,PANC0203
851,PANC-04-03,PANC0403,88.88888888888889,ACH-000235,PANC0403
852,PA-TU-8902,PATU8902,88.88888888888889,ACH-000599,PATU8902
853,PCI-30,PCI30,90.9090909090909,ACH-002295,PCI30
854,PCI-4B,PCI4B,90.9090909090909,ACH-002297,PCI4B
855,PL4,PL4,100.0,ACH-002186,PL4
856,RERF-LC-KJ,RERFLCKJ,88.88888888888889,ACH-000482,RERFLCKJ
857,RERF-LC-Sq1,RERFLCSQ1,80.0,ACH-000442,RERFLCSQ1
858,RKN,RKN,100.0,ACH-000505,RKN
859,SAT,SAT,100.0,ACH-001641,SAT
860,SCC90,SCC9,88.88888888888889,ACH-000181,SCC9
861,SKN-3,SKN3,88.88888888888889,ACH-002305,SKN3
862,STS-0421,STS0421,93.33333333333333,ACH-002306,STS0421
863,SW1271,SW1271,100.0,ACH-000890,SW1271
864,T-T,TT,80.0,ACH-001321,TT
865,TMK-1,TMK1,88.88888888888889,ACH-002202,TMK1
866,TOV-112D,TOV112D,93.33333333333333,ACH-000048,TOV112D
867,WM1552C,WM1552C,100.0,ACH-002205,WM1552C
868,WM35,WM35,100.0,ACH-002207,WM35
869,WM793B,WM793,90.9090909090909,ACH-000827,WM793
870,CHSA8926,CHSA8926,100.0,ACH-002094,CHSA8926
871,MDA-MB-330,MDAMB330,88.88888888888889,ACH-001358,MDAMB330
872,SU-DHL-5,SUDHL5,85.71428571428571,ACH-000660,SUDHL5
873,SCC-9,SCC9,88.88888888888889,ACH-000181,SCC9
874,WM-115,WM115,90.9090909090909,ACH-000304,WM115
875,Hs-746T,,,,
876,SU-DHL-10,SUDHL10,87.5,ACH-000271,SUDHL10
877,COR-L311,CORL311,93.33333333333333,ACH-000187,CORL311
878,CADO-ES1,CADOES1,93.33333333333333,ACH-000210,CADOES1
879,SW1116,SW1116,100.0,ACH-000489,SW1116
880,CHP-134,CHP134,92.3076923076923,ACH-001338,CHP134
881,RH-18,RH18,88.88888888888889,ACH-000689,RH18
882,COR-L303,CORL303,93.33333333333333,ACH-002095,CORL303
883,QGP-1,QGP1,88.88888888888889,ACH-000347,QGP1
884,YMB-1-E,YMB1E,83.33333333333333,ACH-002208,YMB1E
