Drug Chembl ID,ICD10,logit_or,logit_ci_lower,logit_ci_upper,logit_p,exposed_occurred(a),exposed_no_occurred(b),no_exposed_occurred(c),no_exposed_no_occurred(d),Disease Description,Drug Name,Chembl ID,DrugBank ID,Drug Description,IUPAC Name,Molecular Weight,SMILES,ATC Code,ATC Level_0_code,ATC Level_0_name,ATC Level_1_code,ATC Level_1_name,ATC Level_2_code,ATC Level_2_name,ATC Level_3_code,ATC Level_3_name
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB11,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA01,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB09,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB08,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03EA03,G03EA,Androgens and estrogens,G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03AA14,G03AA,"Progestogens and estrogens, fixed combinations",G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03AB08,G03AB,"Progestogens and estrogens, sequential preparations",G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB01,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA03,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,H01CC54,H01CC,Anti-gonadotropin-releasing hormones,H01C,HYPOTHALAMIC HORMONES,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
