Drug Chembl ID,ICD10,odds_ratio,drug_cancer,drug_no_cancer,no_drug_cancer,no_drug_no_cancer,Disease Description,Drug Name,Chembl ID,DrugBank ID,Drug Description,IUPAC Name,Molecular Weight,SMILES,ATC Code,ATC Level_0_code,ATC Level_0_name,ATC Level_1_code,ATC Level_1_name,ATC Level_2_code,ATC Level_2_name,ATC Level_3_code,ATC Level_3_name
CHEMBL154,C22,0.159,34,57897,871,235983,Malignant neoplasm of liver and intrahepatic bile ducts,Naproxen,CHEMBL154,DB00788,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312]",(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,230.2592,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,M01AE56,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
CHEMBL154,C22,0.159,34,57897,871,235983,Malignant neoplasm of liver and intrahepatic bile ducts,Naproxen,CHEMBL154,DB00788,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312]",(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,230.2592,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,M01AE52,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
CHEMBL154,C22,0.159,34,57897,871,235983,Malignant neoplasm of liver and intrahepatic bile ducts,Naproxen,CHEMBL154,DB00788,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312]",(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,230.2592,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,M01AE02,M01AE,Propionic acid derivatives,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,MUSCULO-SKELETAL SYSTEM
CHEMBL276832,C61,0.592,4,135,14039,280632,Malignant neoplasm of prostate,Hydralazine,CHEMBL276832,DB01275,"Originally developed in the 1950s as a malaria treatment, hydralazine showed antihypertensive ability and was soon repurposed.[A186841] Hydralazine is a hydrazine derivative vasodilator used alone or as adjunct therapy in the treatment of hypertension and only as adjunct therapy in the treatment of heart failure.[A186820,L8782,L8785] Hydralazine is no longer a first line therapy for these indications since the development of newer antihypertensive medications.[T691]

Hydralazine hydrochloride was FDA approved on 15 January 1953.[L8779]",1-hydrazinylphthalazine,160.1759,NNC1=NN=CC2=CC=CC=C12,C02DB02,C02DB,Hydrazinophthalazine derivatives,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02,ANTIHYPERTENSIVES,C,CARDIOVASCULAR SYSTEM
CHEMBL276832,C61,0.592,4,135,14039,280632,Malignant neoplasm of prostate,Hydralazine,CHEMBL276832,DB01275,"Originally developed in the 1950s as a malaria treatment, hydralazine showed antihypertensive ability and was soon repurposed.[A186841] Hydralazine is a hydrazine derivative vasodilator used alone or as adjunct therapy in the treatment of hypertension and only as adjunct therapy in the treatment of heart failure.[A186820,L8782,L8785] Hydralazine is no longer a first line therapy for these indications since the development of newer antihypertensive medications.[T691]

Hydralazine hydrochloride was FDA approved on 15 January 1953.[L8779]",1-hydrazinylphthalazine,160.1759,NNC1=NN=CC2=CC=CC=C12,C02LG02,C02LG,Hydrazinophthalazine derivatives and diuretics,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02,ANTIHYPERTENSIVES,C,CARDIOVASCULAR SYSTEM
CHEMBL80,C61,0.1,2,398,14038,280369,Malignant neoplasm of prostate,Naloxone,CHEMBL80,DB01183,"Naloxone is an opioid antagonist medication used to block or reverse the effects of opioid drugs, particularly within the setting of drug overdoses which are rapidly becoming a leading cause of death worldwide.[A234594] More specifically, naloxone has a high affinity for μ-opioid receptors, where it acts as an inverse agonist, causing the rapid removal of any other drugs bound to these receptors.[A234594] When taken in large quantities, opioid medications such as [morphine], [hydromorphone], [methadone], [heroin], or [fentanyl] are capable of causing life-threatening symptoms such as respiratory depression, reduced heart rate, slurred speech, drowsiness, and constricted pupils.[A234594,L33724] If untreated, this can progress to vomiting, absent pulse and breathing, loss of consciousness, and even death.[L33724] Naloxone is indicated for the rapid reversal of these symptoms of central nervous system depression in opioid overdose.[A234589] It's important to note that naloxone only works on opioid receptors within the body, and is therefore not capable of reversing the effects of non-opioid medications such as stimulants like [methamphetamine] or [cocaine], or benzodiazepines like [lorazepam] or [diazepam]. 

Also known as the brand name product Narcan, naloxone is currently available by intramuscular (IM) or subcutaneous (SubQ) injection, nasal spray, or intravenous (IV) infusion.[L33729,L33739] Naloxone IM injections are commonly available in the form of ""kits"", which is ideal for making overdose treatment accessible and readily available for administration by minimally trained individuals within the community.[L33734] Kits commonly include the supplies necessary to treat an overdose in a non-medical setting such as alcohol swabs, syringes, a rescue breathing mask, and instructions for use. Frequently also carried by medical and emergency personnel and at events known to be associated with heavy drug use like music festivals, naloxone kits are considered a key component of harm reduction strategies.

When injected intramuscularly (IM), naloxone acts within three to five minutes. Administration of naloxone is associated with very few side effects. Notably, if injected into a person not currently using opioid medications, there would be no noticeable effects at all. However, for individuals using opioid medications or experiencing an overdose, IM injection of naloxone rapidly reverses opioid effects and can cause the injected individual to immediately experience withdrawal symptoms.[A234589] Common symptoms of opioid withdrawal include nausea, vomiting, sweating, runny nose, aches, and diarrhea.[A234589] Although certainly physically uncomfortable, opioid withdrawal symptoms are not life-threatening; administration of naloxone is therefore appropriate for any person appearing to have any symptoms of an opioid overdose. Due to its short duration of action, persons injected with naloxone should be monitored for responsiveness and potentially injected a second time or taken to the hospital.[A234589]

Naloxone is also available within the combination product Suboxone with the opioid medication [buprenorphine].[L33714,L33719] Suboxone is used for the maintenance treatment of opioid dependence and addiction.[L33714,L33719] When taken orally, naloxone has no pharmacological effect and does not reduce the effectiveness of the opioid effect of buprenorphine.[L33714,L33719] The primary purpose of including naloxone within Suboxone is to act as a deterrent to injection, as injected naloxone would rapidly reverse the effects of buprenorphine.[L33714,L33719]

Naloxone was granted FDA approval on 13 April 1971.[L33709]","(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",327.3743,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,A06AH04,A06AH,Peripheral opioid receptor antagonists,A06A,DRUGS FOR CONSTIPATION,A06,DRUGS FOR CONSTIPATION,A,ALIMENTARY TRACT AND METABOLISM
CHEMBL80,C61,0.1,2,398,14038,280369,Malignant neoplasm of prostate,Naloxone,CHEMBL80,DB01183,"Naloxone is an opioid antagonist medication used to block or reverse the effects of opioid drugs, particularly within the setting of drug overdoses which are rapidly becoming a leading cause of death worldwide.[A234594] More specifically, naloxone has a high affinity for μ-opioid receptors, where it acts as an inverse agonist, causing the rapid removal of any other drugs bound to these receptors.[A234594] When taken in large quantities, opioid medications such as [morphine], [hydromorphone], [methadone], [heroin], or [fentanyl] are capable of causing life-threatening symptoms such as respiratory depression, reduced heart rate, slurred speech, drowsiness, and constricted pupils.[A234594,L33724] If untreated, this can progress to vomiting, absent pulse and breathing, loss of consciousness, and even death.[L33724] Naloxone is indicated for the rapid reversal of these symptoms of central nervous system depression in opioid overdose.[A234589] It's important to note that naloxone only works on opioid receptors within the body, and is therefore not capable of reversing the effects of non-opioid medications such as stimulants like [methamphetamine] or [cocaine], or benzodiazepines like [lorazepam] or [diazepam]. 

Also known as the brand name product Narcan, naloxone is currently available by intramuscular (IM) or subcutaneous (SubQ) injection, nasal spray, or intravenous (IV) infusion.[L33729,L33739] Naloxone IM injections are commonly available in the form of ""kits"", which is ideal for making overdose treatment accessible and readily available for administration by minimally trained individuals within the community.[L33734] Kits commonly include the supplies necessary to treat an overdose in a non-medical setting such as alcohol swabs, syringes, a rescue breathing mask, and instructions for use. Frequently also carried by medical and emergency personnel and at events known to be associated with heavy drug use like music festivals, naloxone kits are considered a key component of harm reduction strategies.

When injected intramuscularly (IM), naloxone acts within three to five minutes. Administration of naloxone is associated with very few side effects. Notably, if injected into a person not currently using opioid medications, there would be no noticeable effects at all. However, for individuals using opioid medications or experiencing an overdose, IM injection of naloxone rapidly reverses opioid effects and can cause the injected individual to immediately experience withdrawal symptoms.[A234589] Common symptoms of opioid withdrawal include nausea, vomiting, sweating, runny nose, aches, and diarrhea.[A234589] Although certainly physically uncomfortable, opioid withdrawal symptoms are not life-threatening; administration of naloxone is therefore appropriate for any person appearing to have any symptoms of an opioid overdose. Due to its short duration of action, persons injected with naloxone should be monitored for responsiveness and potentially injected a second time or taken to the hospital.[A234589]

Naloxone is also available within the combination product Suboxone with the opioid medication [buprenorphine].[L33714,L33719] Suboxone is used for the maintenance treatment of opioid dependence and addiction.[L33714,L33719] When taken orally, naloxone has no pharmacological effect and does not reduce the effectiveness of the opioid effect of buprenorphine.[L33714,L33719] The primary purpose of including naloxone within Suboxone is to act as a deterrent to injection, as injected naloxone would rapidly reverse the effects of buprenorphine.[L33714,L33719]

Naloxone was granted FDA approval on 13 April 1971.[L33709]","(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",327.3743,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,N02AA53,N02AA,Natural opium alkaloids,N02A,OPIOIDS,N02,ANALGESICS,N,NERVOUS SYSTEM
CHEMBL80,C61,0.1,2,398,14038,280369,Malignant neoplasm of prostate,Naloxone,CHEMBL80,DB01183,"Naloxone is an opioid antagonist medication used to block or reverse the effects of opioid drugs, particularly within the setting of drug overdoses which are rapidly becoming a leading cause of death worldwide.[A234594] More specifically, naloxone has a high affinity for μ-opioid receptors, where it acts as an inverse agonist, causing the rapid removal of any other drugs bound to these receptors.[A234594] When taken in large quantities, opioid medications such as [morphine], [hydromorphone], [methadone], [heroin], or [fentanyl] are capable of causing life-threatening symptoms such as respiratory depression, reduced heart rate, slurred speech, drowsiness, and constricted pupils.[A234594,L33724] If untreated, this can progress to vomiting, absent pulse and breathing, loss of consciousness, and even death.[L33724] Naloxone is indicated for the rapid reversal of these symptoms of central nervous system depression in opioid overdose.[A234589] It's important to note that naloxone only works on opioid receptors within the body, and is therefore not capable of reversing the effects of non-opioid medications such as stimulants like [methamphetamine] or [cocaine], or benzodiazepines like [lorazepam] or [diazepam]. 

Also known as the brand name product Narcan, naloxone is currently available by intramuscular (IM) or subcutaneous (SubQ) injection, nasal spray, or intravenous (IV) infusion.[L33729,L33739] Naloxone IM injections are commonly available in the form of ""kits"", which is ideal for making overdose treatment accessible and readily available for administration by minimally trained individuals within the community.[L33734] Kits commonly include the supplies necessary to treat an overdose in a non-medical setting such as alcohol swabs, syringes, a rescue breathing mask, and instructions for use. Frequently also carried by medical and emergency personnel and at events known to be associated with heavy drug use like music festivals, naloxone kits are considered a key component of harm reduction strategies.

When injected intramuscularly (IM), naloxone acts within three to five minutes. Administration of naloxone is associated with very few side effects. Notably, if injected into a person not currently using opioid medications, there would be no noticeable effects at all. However, for individuals using opioid medications or experiencing an overdose, IM injection of naloxone rapidly reverses opioid effects and can cause the injected individual to immediately experience withdrawal symptoms.[A234589] Common symptoms of opioid withdrawal include nausea, vomiting, sweating, runny nose, aches, and diarrhea.[A234589] Although certainly physically uncomfortable, opioid withdrawal symptoms are not life-threatening; administration of naloxone is therefore appropriate for any person appearing to have any symptoms of an opioid overdose. Due to its short duration of action, persons injected with naloxone should be monitored for responsiveness and potentially injected a second time or taken to the hospital.[A234589]

Naloxone is also available within the combination product Suboxone with the opioid medication [buprenorphine].[L33714,L33719] Suboxone is used for the maintenance treatment of opioid dependence and addiction.[L33714,L33719] When taken orally, naloxone has no pharmacological effect and does not reduce the effectiveness of the opioid effect of buprenorphine.[L33714,L33719] The primary purpose of including naloxone within Suboxone is to act as a deterrent to injection, as injected naloxone would rapidly reverse the effects of buprenorphine.[L33714,L33719]

Naloxone was granted FDA approval on 13 April 1971.[L33709]","(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",327.3743,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,V03AB15,V03AB,Antidotes,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V,VARIOUS
CHEMBL80,C61,0.1,2,398,14038,280369,Malignant neoplasm of prostate,Naloxone,CHEMBL80,DB01183,"Naloxone is an opioid antagonist medication used to block or reverse the effects of opioid drugs, particularly within the setting of drug overdoses which are rapidly becoming a leading cause of death worldwide.[A234594] More specifically, naloxone has a high affinity for μ-opioid receptors, where it acts as an inverse agonist, causing the rapid removal of any other drugs bound to these receptors.[A234594] When taken in large quantities, opioid medications such as [morphine], [hydromorphone], [methadone], [heroin], or [fentanyl] are capable of causing life-threatening symptoms such as respiratory depression, reduced heart rate, slurred speech, drowsiness, and constricted pupils.[A234594,L33724] If untreated, this can progress to vomiting, absent pulse and breathing, loss of consciousness, and even death.[L33724] Naloxone is indicated for the rapid reversal of these symptoms of central nervous system depression in opioid overdose.[A234589] It's important to note that naloxone only works on opioid receptors within the body, and is therefore not capable of reversing the effects of non-opioid medications such as stimulants like [methamphetamine] or [cocaine], or benzodiazepines like [lorazepam] or [diazepam]. 

Also known as the brand name product Narcan, naloxone is currently available by intramuscular (IM) or subcutaneous (SubQ) injection, nasal spray, or intravenous (IV) infusion.[L33729,L33739] Naloxone IM injections are commonly available in the form of ""kits"", which is ideal for making overdose treatment accessible and readily available for administration by minimally trained individuals within the community.[L33734] Kits commonly include the supplies necessary to treat an overdose in a non-medical setting such as alcohol swabs, syringes, a rescue breathing mask, and instructions for use. Frequently also carried by medical and emergency personnel and at events known to be associated with heavy drug use like music festivals, naloxone kits are considered a key component of harm reduction strategies.

When injected intramuscularly (IM), naloxone acts within three to five minutes. Administration of naloxone is associated with very few side effects. Notably, if injected into a person not currently using opioid medications, there would be no noticeable effects at all. However, for individuals using opioid medications or experiencing an overdose, IM injection of naloxone rapidly reverses opioid effects and can cause the injected individual to immediately experience withdrawal symptoms.[A234589] Common symptoms of opioid withdrawal include nausea, vomiting, sweating, runny nose, aches, and diarrhea.[A234589] Although certainly physically uncomfortable, opioid withdrawal symptoms are not life-threatening; administration of naloxone is therefore appropriate for any person appearing to have any symptoms of an opioid overdose. Due to its short duration of action, persons injected with naloxone should be monitored for responsiveness and potentially injected a second time or taken to the hospital.[A234589]

Naloxone is also available within the combination product Suboxone with the opioid medication [buprenorphine].[L33714,L33719] Suboxone is used for the maintenance treatment of opioid dependence and addiction.[L33714,L33719] When taken orally, naloxone has no pharmacological effect and does not reduce the effectiveness of the opioid effect of buprenorphine.[L33714,L33719] The primary purpose of including naloxone within Suboxone is to act as a deterrent to injection, as injected naloxone would rapidly reverse the effects of buprenorphine.[L33714,L33719]

Naloxone was granted FDA approval on 13 April 1971.[L33709]","(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",327.3743,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,N02AA55,N02AA,Natural opium alkaloids,N02A,OPIOIDS,N02,ANALGESICS,N,NERVOUS SYSTEM
CHEMBL80,C61,0.1,2,398,14038,280369,Malignant neoplasm of prostate,Naloxone,CHEMBL80,DB01183,"Naloxone is an opioid antagonist medication used to block or reverse the effects of opioid drugs, particularly within the setting of drug overdoses which are rapidly becoming a leading cause of death worldwide.[A234594] More specifically, naloxone has a high affinity for μ-opioid receptors, where it acts as an inverse agonist, causing the rapid removal of any other drugs bound to these receptors.[A234594] When taken in large quantities, opioid medications such as [morphine], [hydromorphone], [methadone], [heroin], or [fentanyl] are capable of causing life-threatening symptoms such as respiratory depression, reduced heart rate, slurred speech, drowsiness, and constricted pupils.[A234594,L33724] If untreated, this can progress to vomiting, absent pulse and breathing, loss of consciousness, and even death.[L33724] Naloxone is indicated for the rapid reversal of these symptoms of central nervous system depression in opioid overdose.[A234589] It's important to note that naloxone only works on opioid receptors within the body, and is therefore not capable of reversing the effects of non-opioid medications such as stimulants like [methamphetamine] or [cocaine], or benzodiazepines like [lorazepam] or [diazepam]. 

Also known as the brand name product Narcan, naloxone is currently available by intramuscular (IM) or subcutaneous (SubQ) injection, nasal spray, or intravenous (IV) infusion.[L33729,L33739] Naloxone IM injections are commonly available in the form of ""kits"", which is ideal for making overdose treatment accessible and readily available for administration by minimally trained individuals within the community.[L33734] Kits commonly include the supplies necessary to treat an overdose in a non-medical setting such as alcohol swabs, syringes, a rescue breathing mask, and instructions for use. Frequently also carried by medical and emergency personnel and at events known to be associated with heavy drug use like music festivals, naloxone kits are considered a key component of harm reduction strategies.

When injected intramuscularly (IM), naloxone acts within three to five minutes. Administration of naloxone is associated with very few side effects. Notably, if injected into a person not currently using opioid medications, there would be no noticeable effects at all. However, for individuals using opioid medications or experiencing an overdose, IM injection of naloxone rapidly reverses opioid effects and can cause the injected individual to immediately experience withdrawal symptoms.[A234589] Common symptoms of opioid withdrawal include nausea, vomiting, sweating, runny nose, aches, and diarrhea.[A234589] Although certainly physically uncomfortable, opioid withdrawal symptoms are not life-threatening; administration of naloxone is therefore appropriate for any person appearing to have any symptoms of an opioid overdose. Due to its short duration of action, persons injected with naloxone should be monitored for responsiveness and potentially injected a second time or taken to the hospital.[A234589]

Naloxone is also available within the combination product Suboxone with the opioid medication [buprenorphine].[L33714,L33719] Suboxone is used for the maintenance treatment of opioid dependence and addiction.[L33714,L33719] When taken orally, naloxone has no pharmacological effect and does not reduce the effectiveness of the opioid effect of buprenorphine.[L33714,L33719] The primary purpose of including naloxone within Suboxone is to act as a deterrent to injection, as injected naloxone would rapidly reverse the effects of buprenorphine.[L33714,L33719]

Naloxone was granted FDA approval on 13 April 1971.[L33709]","(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",327.3743,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,N02AX51,N02AX,Other opioids,N02A,OPIOIDS,N02,ANALGESICS,N,NERVOUS SYSTEM
CHEMBL3,C61,0.254,11,864,14031,279903,Malignant neoplasm of prostate,Nicotine,CHEMBL3,DB00184,Nicotine is highly toxic alkaloid. It is the prototypical agonist at nicotinic cholinergic receptors where it dramatically stimulates neurons and ultimately blocks synaptic transmission. Nicotine is also important medically because of its presence in tobacco smoke.,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,162.2316,CN1CCC[C@H]1C1=CN=CC=C1,N07BA01,N07BA,Drugs used in nicotine dependence,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07,OTHER NERVOUS SYSTEM DRUGS,N,NERVOUS SYSTEM
CHEMBL20,C61,0.144,6,831,14033,279936,Malignant neoplasm of prostate,Acetazolamide,CHEMBL20,DB00819,"One of the carbonic anhydrase inhibitors that is sometimes effective against absence seizures. It is sometimes useful also as an adjunct in the treatment of tonic-clonic, myoclonic, and atonic seizures, particularly in women whose seizures occur or are exacerbated at specific times in the menstrual cycle. However, its usefulness is transient often because of rapid development of tolerance. Its antiepileptic effect may be due to its inhibitory effect on brain carbonic anhydrase, which leads to an increased transneuronal chloride gradient, increased chloride current, and increased inhibition. (From Smith and Reynard, Textbook of Pharmacology, 1991, p337)","N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",222.245,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,G01AE10,G01AE,Sulfonamides,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL20,C61,0.144,6,831,14033,279936,Malignant neoplasm of prostate,Acetazolamide,CHEMBL20,DB00819,"One of the carbonic anhydrase inhibitors that is sometimes effective against absence seizures. It is sometimes useful also as an adjunct in the treatment of tonic-clonic, myoclonic, and atonic seizures, particularly in women whose seizures occur or are exacerbated at specific times in the menstrual cycle. However, its usefulness is transient often because of rapid development of tolerance. Its antiepileptic effect may be due to its inhibitory effect on brain carbonic anhydrase, which leads to an increased transneuronal chloride gradient, increased chloride current, and increased inhibition. (From Smith and Reynard, Textbook of Pharmacology, 1991, p337)","N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",222.245,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,S01EC01,S01EC,Carbonic anhydrase inhibitors,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
CHEMBL1534,C61,0.137,27,3906,13985,276861,Malignant neoplasm of prostate,Riboflavin,CHEMBL1534,DB00140,"Nutritional factor found in milk, eggs, malted barley, liver, kidney, heart, and leafy vegetables. The richest natural source is yeast. It occurs in the free form only in the retina of the eye, in whey, and in urine; its principal forms in tissues and cells are as flavin mononucleotide and flavin-adenine dinucleotide.","7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione",376.3639,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,A11HA04,A11HA,Other plain vitamin preparations,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11,VITAMINS,A,ALIMENTARY TRACT AND METABOLISM
CHEMBL1534,C61,0.137,27,3906,13985,276861,Malignant neoplasm of prostate,Riboflavin,CHEMBL1534,DB00140,"Nutritional factor found in milk, eggs, malted barley, liver, kidney, heart, and leafy vegetables. The richest natural source is yeast. It occurs in the free form only in the retina of the eye, in whey, and in urine; its principal forms in tissues and cells are as flavin mononucleotide and flavin-adenine dinucleotide.","7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione",376.3639,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,S01XA26,S01XA,Other ophthalmologicals,S01X,OTHER OPHTHALMOLOGICALS,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
CHEMBL1059,C61,0.135,43,6298,13895,274469,Malignant neoplasm of prostate,Pregabalin,CHEMBL1059,DB00230,"Pregabalin is structurally similar to gamma-aminobutyric acid (GABA) - an inhibitory neurotransmitter.[A173995] It may be used to manage neuropathic pain, postherpetic neuralgia, and fibromyalgia among other conditions.[A187190] Although as per the FDA Label the mechanism of action has not been definitively defined, there is evidence that pregabalin exerts its effects by binding to the α2δ subunit of voltage-dependent calcium channels.[A187190][L7066] Pregabalin is marketed by Pfizer under the trade name Lyrica and Lyrica Cr (extended release).[L1006][L7066] It may have dependence liability if misused but the risk appears to be highest in patients with current or past substance use disorders.[A31161]",(3S)-3-(aminomethyl)-5-methylhexanoic acid,159.2261,CC(C)C[C@H](CN)CC(O)=O,N03AX16,N03AX,Other antiepileptics,N03A,ANTIEPILEPTICS,N03,ANTIEPILEPTICS,N,NERVOUS SYSTEM
CHEMBL1059,C73,0.617,9,6476,648,287671,Malignant neoplasm of thyroid gland,Pregabalin,CHEMBL1059,DB00230,"Pregabalin is structurally similar to gamma-aminobutyric acid (GABA) - an inhibitory neurotransmitter.[A173995] It may be used to manage neuropathic pain, postherpetic neuralgia, and fibromyalgia among other conditions.[A187190] Although as per the FDA Label the mechanism of action has not been definitively defined, there is evidence that pregabalin exerts its effects by binding to the α2δ subunit of voltage-dependent calcium channels.[A187190][L7066] Pregabalin is marketed by Pfizer under the trade name Lyrica and Lyrica Cr (extended release).[L1006][L7066] It may have dependence liability if misused but the risk appears to be highest in patients with current or past substance use disorders.[A31161]",(3S)-3-(aminomethyl)-5-methylhexanoic acid,159.2261,CC(C)C[C@H](CN)CC(O)=O,N03AX16,N03AX,Other antiepileptics,N03A,ANTIEPILEPTICS,N03,ANTIEPILEPTICS,N,NERVOUS SYSTEM
CHEMBL1551,C61,0.105,2,382,14036,280385,Malignant neoplasm of prostate,Ursodiol,CHEMBL1551,DB01586,Ursodeoxycholic acid is an epimer of [chenodeoxycholic acid]. It is a mammalian bile acid found first in the bear and is apparently either a precursor or a product of chenodeoxycholate. Its administration changes the composition of bile and may dissolve gallstones. It is used as a cholagogue and choleretic.,"(4R)-4-[(1R,3aS,3bR,4S,5aS,7R,9aS,9bS,11aR)-4,7-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl]pentanoic acid",392.572,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,A05AA02,A05AA,Bile acids and derivatives,A05A,BILE THERAPY,A05,BILE AND LIVER THERAPY,A,ALIMENTARY TRACT AND METABOLISM
